ANO_MES,COMARCA,SERVENTIA,previsao_novos_casos
2025-05,ACREÚNA,Acreúna - Juizado Especial Criminal,10
2025-06,ACREÚNA,Acreúna - Juizado Especial Criminal,10
2025-07,ACREÚNA,Acreúna - Juizado Especial Criminal,11
2025-08,ACREÚNA,Acreúna - Juizado Especial Criminal,11
2025-09,ACREÚNA,Acreúna - Juizado Especial Criminal,11
2025-10,ACREÚNA,Acreúna - Juizado Especial Criminal,12
2025-11,ACREÚNA,Acreúna - Juizado Especial Criminal,12
2025-12,ACREÚNA,Acreúna - Juizado Especial Criminal,12
2025-01,ACREÚNA,Acreúna - Juizado Especial Cível,10
2025-02,ACREÚNA,Acreúna - Juizado Especial Cível,10
2025-03,ACREÚNA,Acreúna - Juizado Especial Cível,11
2025-04,ACREÚNA,Acreúna - Juizado Especial Cível,11
2025-05,ACREÚNA,Acreúna - Juizado Especial Cível,11
2025-06,ACREÚNA,Acreúna - Juizado Especial Cível,11
2025-07,ACREÚNA,Acreúna - Juizado Especial Cível,11
2025-08,ACREÚNA,Acreúna - Juizado Especial Cível,11
2025-09,ACREÚNA,Acreúna - Juizado Especial Cível,11
2025-10,ACREÚNA,Acreúna - Juizado Especial Cível,12
2025-11,ACREÚNA,Acreúna - Juizado Especial Cível,13
2025-12,ACREÚNA,Acreúna - Juizado Especial Cível,13
2025-01,ACREÚNA,Acreúna - Juizado das Fazendas Públicas,2
2025-02,ACREÚNA,Acreúna - Juizado das Fazendas Públicas,2
2025-03,ACREÚNA,Acreúna - Juizado das Fazendas Públicas,3
2025-04,ACREÚNA,Acreúna - Juizado das Fazendas Públicas,3
2025-05,ACREÚNA,Acreúna - Juizado das Fazendas Públicas,3
2025-06,ACREÚNA,Acreúna - Juizado das Fazendas Públicas,4
2025-07,ACREÚNA,Acreúna - Juizado das Fazendas Públicas,4
2025-08,ACREÚNA,Acreúna - Juizado das Fazendas Públicas,5
2025-09,ACREÚNA,Acreúna - Juizado das Fazendas Públicas,5
2025-10,ACREÚNA,Acreúna - Juizado das Fazendas Públicas,6
2025-11,ACREÚNA,Acreúna - Juizado das Fazendas Públicas,6
2025-12,ACREÚNA,Acreúna - Juizado das Fazendas Públicas,6
2025-01,ACREÚNA,Acreúna - Pai Presente,1
2025-02,ACREÚNA,Acreúna - Pai Presente,1
2025-03,ACREÚNA,Acreúna - Pai Presente,2
2025-04,ACREÚNA,Acreúna - Pai Presente,2
2025-05,ACREÚNA,Acreúna - Pai Presente,3
2025-06,ACREÚNA,Acreúna - Pai Presente,3
2025-07,ACREÚNA,Acreúna - Pai Presente,4
2025-08,ACREÚNA,Acreúna - Pai Presente,4
2025-09,ACREÚNA,Acreúna - Pai Presente,4
2025-10,ACREÚNA,Acreúna - Pai Presente,5
2025-11,ACREÚNA,Acreúna - Pai Presente,5
2025-12,ACREÚNA,Acreúna - Pai Presente,6
2025-01,ACREÚNA,Acreúna - Vara Criminal,32
2025-02,ACREÚNA,Acreúna - Vara Criminal,32
2025-03,ACREÚNA,Acreúna - Vara Criminal,32
2025-04,ACREÚNA,Acreúna - Vara Criminal,31
2025-05,ACREÚNA,Acreúna - Vara Criminal,32
2025-06,ACREÚNA,Acreúna - Vara Criminal,31
2025-07,ACREÚNA,Acreúna - Vara Criminal,31
2025-08,ACREÚNA,Acreúna - Vara Criminal,31
2025-09,ACREÚNA,Acreúna - Vara Criminal,31
2025-10,ACREÚNA,Acreúna - Vara Criminal,30
2025-11,ACREÚNA,Acreúna - Vara Criminal,29
2025-12,ACREÚNA,Acreúna - Vara Criminal,26
2025-01,ACREÚNA,Acreúna - Vara Cível,10
2025-02,ACREÚNA,Acreúna - Vara Cível,11
2025-03,ACREÚNA,Acreúna - Vara Cível,11
2025-04,ACREÚNA,Acreúna - Vara Cível,11
2025-05,ACREÚNA,Acreúna - Vara Cível,11
2025-06,ACREÚNA,Acreúna - Vara Cível,12
2025-07,ACREÚNA,Acreúna - Vara Cível,12
2025-08,ACREÚNA,Acreúna - Vara Cível,12
2025-09,ACREÚNA,Acreúna - Vara Cível,13
2025-10,ACREÚNA,Acreúna - Vara Cível,13
2025-11,ACREÚNA,Acreúna - Vara Cível,14
2025-12,ACREÚNA,Acreúna - Vara Cível,14
2025-01,ACREÚNA,Acreúna - Vara da Infância e Juventude Cível,5
2025-01,ACREÚNA,Acreúna - Vara da Infância e Juventude Cível,3
2025-02,ACREÚNA,Acreúna - Vara da Infância e Juventude Cível,4
2025-02,ACREÚNA,Acreúna - Vara da Infância e Juventude Cível,4
2025-03,ACREÚNA,Acreúna - Vara da Infância e Juventude Cível,5
2025-03,ACREÚNA,Acreúna - Vara da Infância e Juventude Cível,4
2025-04,ACREÚNA,Acreúna - Vara da Infância e Juventude Cível,5
2025-04,ACREÚNA,Acreúna - Vara da Infância e Juventude Cível,4
2025-05,ACREÚNA,Acreúna - Vara da Infância e Juventude Cível,5
2025-05,ACREÚNA,Acreúna - Vara da Infância e Juventude Cível,4
2025-06,ACREÚNA,Acreúna - Vara da Infância e Juventude Cível,5
2025-06,ACREÚNA,Acreúna - Vara da Infância e Juventude Cível,4
2025-07,ACREÚNA,Acreúna - Vara da Infância e Juventude Cível,5
2025-07,ACREÚNA,Acreúna - Vara da Infância e Juventude Cível,5
2025-08,ACREÚNA,Acreúna - Vara da Infância e Juventude Cível,6
2025-08,ACREÚNA,Acreúna - Vara da Infância e Juventude Cível,5
2025-09,ACREÚNA,Acreúna - Vara da Infância e Juventude Cível,7
2025-09,ACREÚNA,Acreúna - Vara da Infância e Juventude Cível,6
2025-10,ACREÚNA,Acreúna - Vara da Infância e Juventude Cível,7
2025-10,ACREÚNA,Acreúna - Vara da Infância e Juventude Cível,6
2025-11,ACREÚNA,Acreúna - Vara da Infância e Juventude Cível,7
2025-11,ACREÚNA,Acreúna - Vara da Infância e Juventude Cível,6
2025-12,ACREÚNA,Acreúna - Vara da Infância e Juventude Cível,8
2025-12,ACREÚNA,Acreúna - Vara da Infância e Juventude Cível,6
2025-01,ACREÚNA,Acreúna - Vara da Infância e Juventude Infracional,3
2025-02,ACREÚNA,Acreúna - Vara da Infância e Juventude Infracional,3
2025-03,ACREÚNA,Acreúna - Vara da Infância e Juventude Infracional,4
2025-04,ACREÚNA,Acreúna - Vara da Infância e Juventude Infracional,5
2025-05,ACREÚNA,Acreúna - Vara da Infância e Juventude Infracional,5
2025-06,ACREÚNA,Acreúna - Vara da Infância e Juventude Infracional,6
2025-07,ACREÚNA,Acreúna - Vara da Infância e Juventude Infracional,6
2025-08,ACREÚNA,Acreúna - Vara da Infância e Juventude Infracional,6
2025-09,ACREÚNA,Acreúna - Vara da Infância e Juventude Infracional,6
2025-10,ACREÚNA,Acreúna - Vara da Infância e Juventude Infracional,7
2025-11,ACREÚNA,Acreúna - Vara da Infância e Juventude Infracional,7
2025-12,ACREÚNA,Acreúna - Vara da Infância e Juventude Infracional,7
2025-01,ACREÚNA,Acreúna - Vara das Fazendas Públicas,23
2025-02,ACREÚNA,Acreúna - Vara das Fazendas Públicas,22
2025-03,ACREÚNA,Acreúna - Vara das Fazendas Públicas,25
2025-04,ACREÚNA,Acreúna - Vara das Fazendas Públicas,25
2025-05,ACREÚNA,Acreúna - Vara das Fazendas Públicas,25
2025-06,ACREÚNA,Acreúna - Vara das Fazendas Públicas,26
2025-07,ACREÚNA,Acreúna - Vara das Fazendas Públicas,26
2025-08,ACREÚNA,Acreúna - Vara das Fazendas Públicas,25
2025-09,ACREÚNA,Acreúna - Vara das Fazendas Públicas,25
2025-10,ACREÚNA,Acreúna - Vara das Fazendas Públicas,26
2025-11,ACREÚNA,Acreúna - Vara das Fazendas Públicas,24
2025-12,ACREÚNA,Acreúna - Vara das Fazendas Públicas,22
2025-01,ACREÚNA,Acreúna - Vara de Família e Sucessões,13
2025-02,ACREÚNA,Acreúna - Vara de Família e Sucessões,14
2025-03,ACREÚNA,Acreúna - Vara de Família e Sucessões,14
2025-04,ACREÚNA,Acreúna - Vara de Família e Sucessões,14
2025-05,ACREÚNA,Acreúna - Vara de Família e Sucessões,14
2025-06,ACREÚNA,Acreúna - Vara de Família e Sucessões,14
2025-07,ACREÚNA,Acreúna - Vara de Família e Sucessões,14
2025-08,ACREÚNA,Acreúna - Vara de Família e Sucessões,14
2025-09,ACREÚNA,Acreúna - Vara de Família e Sucessões,14
2025-10,ACREÚNA,Acreúna - Vara de Família e Sucessões,14
2025-11,ACREÚNA,Acreúna - Vara de Família e Sucessões,14
2025-12,ACREÚNA,Acreúna - Vara de Família e Sucessões,14
2025-01,ALEXÂNIA,Alexânia - 1ª Vara Cível,9
2025-02,ALEXÂNIA,Alexânia - 1ª Vara Cível,9
2025-03,ALEXÂNIA,Alexânia - 1ª Vara Cível,10
2025-04,ALEXÂNIA,Alexânia - 1ª Vara Cível,10
2025-05,ALEXÂNIA,Alexânia - 1ª Vara Cível,10
2025-06,ALEXÂNIA,Alexânia - 1ª Vara Cível,10
2025-07,ALEXÂNIA,Alexânia - 1ª Vara Cível,11
2025-08,ALEXÂNIA,Alexânia - 1ª Vara Cível,11
2025-09,ALEXÂNIA,Alexânia - 1ª Vara Cível,11
2025-10,ALEXÂNIA,Alexânia - 1ª Vara Cível,11
2025-11,ALEXÂNIA,Alexânia - 1ª Vara Cível,11
2025-12,ALEXÂNIA,Alexânia - 1ª Vara Cível,11
2025-01,ALEXÂNIA,Alexânia - 2ª Vara Cível,6
2025-02,ALEXÂNIA,Alexânia - 2ª Vara Cível,7
2025-03,ALEXÂNIA,Alexânia - 2ª Vara Cível,7
2025-04,ALEXÂNIA,Alexânia - 2ª Vara Cível,7
2025-05,ALEXÂNIA,Alexânia - 2ª Vara Cível,8
2025-06,ALEXÂNIA,Alexânia - 2ª Vara Cível,7
2025-07,ALEXÂNIA,Alexânia - 2ª Vara Cível,7
2025-08,ALEXÂNIA,Alexânia - 2ª Vara Cível,7
2025-09,ALEXÂNIA,Alexânia - 2ª Vara Cível,8
2025-10,ALEXÂNIA,Alexânia - 2ª Vara Cível,9
2025-11,ALEXÂNIA,Alexânia - 2ª Vara Cível,9
2025-12,ALEXÂNIA,Alexânia - 2ª Vara Cível,9
2025-01,ALEXÂNIA,Alexânia - Execução Penal/EXECPENWEB,1
2025-02,ALEXÂNIA,Alexânia - Execução Penal/EXECPENWEB,1
2025-03,ALEXÂNIA,Alexânia - Execução Penal/EXECPENWEB,2
2025-04,ALEXÂNIA,Alexânia - Execução Penal/EXECPENWEB,2
2025-05,ALEXÂNIA,Alexânia - Execução Penal/EXECPENWEB,2
2025-06,ALEXÂNIA,Alexânia - Execução Penal/EXECPENWEB,3
2025-07,ALEXÂNIA,Alexânia - Execução Penal/EXECPENWEB,4
2025-08,ALEXÂNIA,Alexânia - Execução Penal/EXECPENWEB,4
2025-09,ALEXÂNIA,Alexânia - Execução Penal/EXECPENWEB,4
2025-10,ALEXÂNIA,Alexânia - Execução Penal/EXECPENWEB,4
2025-11,ALEXÂNIA,Alexânia - Execução Penal/EXECPENWEB,4
2025-12,ALEXÂNIA,Alexânia - Execução Penal/EXECPENWEB,4
2025-01,ALEXÂNIA,Alexânia - Juizado Especial Criminal,72
2025-02,ALEXÂNIA,Alexânia - Juizado Especial Criminal,72
2025-03,ALEXÂNIA,Alexânia - Juizado Especial Criminal,83
2025-04,ALEXÂNIA,Alexânia - Juizado Especial Criminal,74
2025-05,ALEXÂNIA,Alexânia - Juizado Especial Criminal,73
2025-06,ALEXÂNIA,Alexânia - Juizado Especial Criminal,73
2025-07,ALEXÂNIA,Alexânia - Juizado Especial Criminal,73
2025-08,ALEXÂNIA,Alexânia - Juizado Especial Criminal,72
2025-09,ALEXÂNIA,Alexânia - Juizado Especial Criminal,72
2025-10,ALEXÂNIA,Alexânia - Juizado Especial Criminal,72
2025-11,ALEXÂNIA,Alexânia - Juizado Especial Criminal,69
2025-12,ALEXÂNIA,Alexânia - Juizado Especial Criminal,63
2025-01,ALEXÂNIA,Alexânia - Juizado Especial Cível,10
2025-02,ALEXÂNIA,Alexânia - Juizado Especial Cível,10
2025-03,ALEXÂNIA,Alexânia - Juizado Especial Cível,11
2025-04,ALEXÂNIA,Alexânia - Juizado Especial Cível,11
2025-05,ALEXÂNIA,Alexânia - Juizado Especial Cível,11
2025-06,ALEXÂNIA,Alexânia - Juizado Especial Cível,11
2025-07,ALEXÂNIA,Alexânia - Juizado Especial Cível,12
2025-08,ALEXÂNIA,Alexânia - Juizado Especial Cível,12
2025-09,ALEXÂNIA,Alexânia - Juizado Especial Cível,12
2025-10,ALEXÂNIA,Alexânia - Juizado Especial Cível,13
2025-11,ALEXÂNIA,Alexânia - Juizado Especial Cível,13
2025-12,ALEXÂNIA,Alexânia - Juizado Especial Cível,13
2025-01,ALEXÂNIA,Alexânia - Juizado das Fazendas Públicas,2
2025-02,ALEXÂNIA,Alexânia - Juizado das Fazendas Públicas,2
2025-03,ALEXÂNIA,Alexânia - Juizado das Fazendas Públicas,3
2025-04,ALEXÂNIA,Alexânia - Juizado das Fazendas Públicas,3
2025-05,ALEXÂNIA,Alexânia - Juizado das Fazendas Públicas,4
2025-06,ALEXÂNIA,Alexânia - Juizado das Fazendas Públicas,4
2025-07,ALEXÂNIA,Alexânia - Juizado das Fazendas Públicas,4
2025-08,ALEXÂNIA,Alexânia - Juizado das Fazendas Públicas,5
2025-09,ALEXÂNIA,Alexânia - Juizado das Fazendas Públicas,5
2025-10,ALEXÂNIA,Alexânia - Juizado das Fazendas Públicas,5
2025-11,ALEXÂNIA,Alexânia - Juizado das Fazendas Públicas,6
2025-12,ALEXÂNIA,Alexânia - Juizado das Fazendas Públicas,6
2025-01,ALEXÂNIA,Alexânia - Pai Presente,1
2025-02,ALEXÂNIA,Alexânia - Pai Presente,1
2025-03,ALEXÂNIA,Alexânia - Pai Presente,2
2025-04,ALEXÂNIA,Alexânia - Pai Presente,2
2025-05,ALEXÂNIA,Alexânia - Pai Presente,3
2025-06,ALEXÂNIA,Alexânia - Pai Presente,3
2025-07,ALEXÂNIA,Alexânia - Pai Presente,4
2025-08,ALEXÂNIA,Alexânia - Pai Presente,4
2025-09,ALEXÂNIA,Alexânia - Pai Presente,4
2025-10,ALEXÂNIA,Alexânia - Pai Presente,4
2025-11,ALEXÂNIA,Alexânia - Pai Presente,4
2025-12,ALEXÂNIA,Alexânia - Pai Presente,4
2025-01,ALEXÂNIA,Alexânia - Vara Criminal,45
2025-02,ALEXÂNIA,Alexânia - Vara Criminal,47
2025-03,ALEXÂNIA,Alexânia - Vara Criminal,48
2025-04,ALEXÂNIA,Alexânia - Vara Criminal,48
2025-05,ALEXÂNIA,Alexânia - Vara Criminal,50
2025-06,ALEXÂNIA,Alexânia - Vara Criminal,49
2025-07,ALEXÂNIA,Alexânia - Vara Criminal,49
2025-08,ALEXÂNIA,Alexânia - Vara Criminal,49
2025-09,ALEXÂNIA,Alexânia - Vara Criminal,48
2025-10,ALEXÂNIA,Alexânia - Vara Criminal,48
2025-11,ALEXÂNIA,Alexânia - Vara Criminal,47
2025-12,ALEXÂNIA,Alexânia - Vara Criminal,43
2025-01,ALEXÂNIA,Alexânia - Vara da Infância e Juventude Cível,2
2025-02,ALEXÂNIA,Alexânia - Vara da Infância e Juventude Cível,2
2025-03,ALEXÂNIA,Alexânia - Vara da Infância e Juventude Cível,2
2025-04,ALEXÂNIA,Alexânia - Vara da Infância e Juventude Cível,3
2025-05,ALEXÂNIA,Alexânia - Vara da Infância e Juventude Cível,3
2025-06,ALEXÂNIA,Alexânia - Vara da Infância e Juventude Cível,4
2025-07,ALEXÂNIA,Alexânia - Vara da Infância e Juventude Cível,4
2025-08,ALEXÂNIA,Alexânia - Vara da Infância e Juventude Cível,4
2025-09,ALEXÂNIA,Alexânia - Vara da Infância e Juventude Cível,4
2025-10,ALEXÂNIA,Alexânia - Vara da Infância e Juventude Cível,5
2025-11,ALEXÂNIA,Alexânia - Vara da Infância e Juventude Cível,5
2025-12,ALEXÂNIA,Alexânia - Vara da Infância e Juventude Cível,5
2025-01,ALEXÂNIA,Alexânia - Vara da Infância e Juventude Infracional,3
2025-02,ALEXÂNIA,Alexânia - Vara da Infância e Juventude Infracional,4
2025-03,ALEXÂNIA,Alexânia - Vara da Infância e Juventude Infracional,5
2025-04,ALEXÂNIA,Alexânia - Vara da Infância e Juventude Infracional,5
2025-05,ALEXÂNIA,Alexânia - Vara da Infância e Juventude Infracional,6
2025-06,ALEXÂNIA,Alexânia - Vara da Infância e Juventude Infracional,7
2025-07,ALEXÂNIA,Alexânia - Vara da Infância e Juventude Infracional,7
2025-08,ALEXÂNIA,Alexânia - Vara da Infância e Juventude Infracional,7
2025-09,ALEXÂNIA,Alexânia - Vara da Infância e Juventude Infracional,7
2025-10,ALEXÂNIA,Alexânia - Vara da Infância e Juventude Infracional,7
