ANO_MES,COMARCA,SERVENTIA,novos_casos,previsto_m0_naive,previsto_m1_linear,previsto_ensemble,erro_ensemble,erro_pct,previsto_m3_lgbm,erro_lgbm
2024-06,LUZIÂNIA,Luziânia - 2ª Vara Cível,53,19.0,34.1,34.1,18.9,35.7,30.5,22.5
2024-07,LUZIÂNIA,Luziânia - 2ª Vara Cível,46,24.0,37.6,37.6,8.4,18.3,39.4,6.6
2024-08,LUZIÂNIA,Luziânia - 2ª Vara Cível,42,30.0,39.2,39.2,2.8,6.7,41.7,0.3
2024-09,LUZIÂNIA,Luziânia - 2ª Vara Cível,43,27.0,42.9,42.9,0.1,0.2,40.8,2.2
2024-10,LUZIÂNIA,Luziânia - 2ª Vara Cível,43,32.0,42.6,42.6,0.4,0.9,39.9,3.1
2024-11,LUZIÂNIA,Luziânia - 2ª Vara Cível,44,25.0,41.2,41.2,2.8,6.4,38.4,5.6
2024-12,LUZIÂNIA,Luziânia - 2ª Vara Cível,42,22.0,41.5,41.5,0.5,1.2,37.0,5.0
2024-01,LUZIÂNIA,Luziânia - 2º Juizado de Violência Doméstica,90,54.0,72.9,72.9,17.1,19.0,69.1,20.9
2024-02,LUZIÂNIA,Luziânia - 2º Juizado de Violência Doméstica,78,45.0,83.3,83.3,-5.3,6.8,83.6,-5.6
2024-03,LUZIÂNIA,Luziânia - 2º Juizado de Violência Doméstica,101,79.0,80.9,80.9,20.1,19.9,95.5,5.5
2024-04,LUZIÂNIA,Luziânia - 2º Juizado de Violência Doméstica,95,63.0,88.0,88.0,7.0,7.4,85.6,9.4
2024-05,LUZIÂNIA,Luziânia - 2º Juizado de Violência Doméstica,93,73.0,88.2,88.2,4.8,5.2,89.8,3.2
2024-06,LUZIÂNIA,Luziânia - 2º Juizado de Violência Doméstica,74,73.0,95.2,95.2,-21.2,28.6,88.9,-14.9
2024-07,LUZIÂNIA,Luziânia - 2º Juizado de Violência Doméstica,107,86.0,83.1,83.1,23.9,22.3,83.4,23.6
2024-08,LUZIÂNIA,Luziânia - 2º Juizado de Violência Doméstica,88,108.0,95.6,95.6,-7.6,8.6,92.4,-4.4
2024-09,LUZIÂNIA,Luziânia - 2º Juizado de Violência Doméstica,99,111.0,87.9,87.9,11.1,11.2,86.5,12.5
2024-10,LUZIÂNIA,Luziânia - 2º Juizado de Violência Doméstica,93,71.0,94.1,94.1,-1.1,1.2,89.0,4.0
2024-11,LUZIÂNIA,Luziânia - 2º Juizado de Violência Doméstica,64,92.0,92.4,92.4,-28.4,44.4,86.4,-22.4
2024-12,LUZIÂNIA,Luziânia - 2º Juizado de Violência Doméstica,59,74.0,72.8,72.8,-13.8,23.4,68.5,-9.5
2024-01,LUZIÂNIA,Luziânia - Execução Penal/EXECPENWEB,0,0.0,1.4,1.4,-1.4,,1.2,-1.2
2024-02,LUZIÂNIA,Luziânia - Execução Penal/EXECPENWEB,0,0.0,2.5,2.5,-2.5,,1.2,-1.2
2024-03,LUZIÂNIA,Luziânia - Execução Penal/EXECPENWEB,0,0.0,2.7,2.7,-2.7,,1.2,-1.2
2024-04,LUZIÂNIA,Luziânia - Execução Penal/EXECPENWEB,0,0.0,2.6,2.6,-2.6,,1.2,-1.2
2024-05,LUZIÂNIA,Luziânia - Execução Penal/EXECPENWEB,0,0.0,3.4,3.4,-3.4,,1.2,-1.2
2024-06,LUZIÂNIA,Luziânia - Execução Penal/EXECPENWEB,0,0.0,4.1,4.1,-4.1,,1.2,-1.2
2024-07,LUZIÂNIA,Luziânia - Execução Penal/EXECPENWEB,0,0.0,2.5,2.5,-2.5,,1.2,-1.2
2024-08,LUZIÂNIA,Luziânia - Execução Penal/EXECPENWEB,0,0.0,4.0,4.0,-4.0,,1.2,-1.2
2024-09,LUZIÂNIA,Luziânia - Execução Penal/EXECPENWEB,0,0.0,3.6,3.6,-3.6,,1.2,-1.2
2024-10,LUZIÂNIA,Luziânia - Execução Penal/EXECPENWEB,0,0.0,2.2,2.2,-2.2,,1.2,-1.2
2024-11,LUZIÂNIA,Luziânia - Execução Penal/EXECPENWEB,0,0.0,1.2,1.2,-1.2,,1.2,-1.2
2024-12,LUZIÂNIA,Luziânia - Execução Penal/EXECPENWEB,0,0.0,0.3,0.3,-0.3,,1.2,-1.2
2024-01,LUZIÂNIA,Luziânia - Juizado Especial Criminal,91,113.0,90.3,90.3,0.7,0.8,90.4,0.6
2024-02,LUZIÂNIA,Luziânia - Juizado Especial Criminal,80,128.0,90.5,90.5,-10.5,13.1,93.4,-13.4
2024-03,LUZIÂNIA,Luziânia - Juizado Especial Criminal,76,144.0,95.5,95.5,-19.5,25.7,105.6,-29.6
2024-04,LUZIÂNIA,Luziânia - Juizado Especial Criminal,131,89.0,82.8,82.8,48.2,36.8,75.5,55.5
2024-05,LUZIÂNIA,Luziânia - Juizado Especial Criminal,154,70.0,91.9,91.9,62.1,40.3,97.3,56.7
2024-06,LUZIÂNIA,Luziânia - Juizado Especial Criminal,161,57.0,103.1,103.1,57.9,36.0,152.8,8.2
2024-07,LUZIÂNIA,Luziânia - Juizado Especial Criminal,230,54.0,128.8,128.8,101.2,44.0,137.5,92.5
2024-08,LUZIÂNIA,Luziânia - Juizado Especial Criminal,165,57.0,154.7,154.7,10.3,6.2,198.0,-33.0
2024-09,LUZIÂNIA,Luziânia - Juizado Especial Criminal,193,183.0,152.0,152.0,41.0,21.2,156.3,36.7
2024-10,LUZIÂNIA,Luziânia - Juizado Especial Criminal,97,80.0,164.1,164.1,-67.1,69.2,165.4,-68.4
2024-11,LUZIÂNIA,Luziânia - Juizado Especial Criminal,89,74.0,108.5,108.5,-19.5,21.9,112.6,-23.6
2024-12,LUZIÂNIA,Luziânia - Juizado Especial Criminal,76,102.0,99.3,99.3,-23.3,30.7,92.2,-16.2
2024-01,LUZIÂNIA,Luziânia - Juizado Especial Cível,67,29.0,55.9,55.9,11.1,16.6,59.8,7.2
2024-02,LUZIÂNIA,Luziânia - Juizado Especial Cível,76,39.0,62.8,62.8,13.2,17.4,65.5,10.5
2024-03,LUZIÂNIA,Luziânia - Juizado Especial Cível,71,70.0,67.9,67.9,3.1,4.4,80.1,-9.1
2024-04,LUZIÂNIA,Luziânia - Juizado Especial Cível,78,49.0,69.9,69.9,8.1,10.4,68.0,10.0
2024-05,LUZIÂNIA,Luziânia - Juizado Especial Cível,80,73.0,77.6,77.6,2.4,3.0,73.2,6.8
2024-06,LUZIÂNIA,Luziânia - Juizado Especial Cível,83,57.0,76.4,76.4,6.6,8.0,72.7,10.3
2024-07,LUZIÂNIA,Luziânia - Juizado Especial Cível,106,56.0,79.3,79.3,26.7,25.2,73.2,32.8
2024-08,LUZIÂNIA,Luziânia - Juizado Especial Cível,87,64.0,87.3,87.3,-0.3,0.3,89.0,-2.0
2024-09,LUZIÂNIA,Luziânia - Juizado Especial Cível,75,88.0,85.6,85.6,-10.6,14.1,82.6,-7.6
2024-10,LUZIÂNIA,Luziânia - Juizado Especial Cível,80,80.0,79.7,79.7,0.3,0.4,79.5,0.5
2024-11,LUZIÂNIA,Luziânia - Juizado Especial Cível,82,82.0,80.7,80.7,1.3,1.6,71.7,10.3
2024-12,LUZIÂNIA,Luziânia - Juizado Especial Cível,64,53.0,77.3,77.3,-13.3,20.8,62.9,1.1
2024-01,LUZIÂNIA,Luziânia - Juizado da Fazenda Pública Estadual,4,1.0,2.8,2.8,1.2,30.0,3.7,0.3
2024-02,LUZIÂNIA,Luziânia - Juizado da Fazenda Pública Estadual,1,2.0,5.3,5.3,-4.3,430.0,4.6,-3.6
2024-03,LUZIÂNIA,Luziânia - Juizado da Fazenda Pública Estadual,3,1.0,3.8,3.8,-0.8,26.7,3.4,-0.4
2024-04,LUZIÂNIA,Luziânia - Juizado da Fazenda Pública Estadual,1,1.0,4.5,4.5,-3.5,350.0,4.2,-3.2
2024-05,LUZIÂNIA,Luziânia - Juizado da Fazenda Pública Estadual,4,5.0,4.7,4.7,-0.7,17.5,3.1,0.9
2024-06,LUZIÂNIA,Luziânia - Juizado da Fazenda Pública Estadual,7,4.0,6.5,6.5,0.5,7.1,4.3,2.7
2024-07,LUZIÂNIA,Luziânia - Juizado da Fazenda Pública Estadual,1,9.0,5.9,5.9,-4.9,490.0,5.2,-4.2
2024-08,LUZIÂNIA,Luziânia - Juizado da Fazenda Pública Estadual,1,3.0,5.1,5.1,-4.1,410.0,4.1,-3.1
2024-09,LUZIÂNIA,Luziânia - Juizado da Fazenda Pública Estadual,1,4.0,4.7,4.7,-3.7,370.0,3.7,-2.7
2024-10,LUZIÂNIA,Luziânia - Juizado da Fazenda Pública Estadual,2,1.0,3.3,3.3,-1.3,65.0,2.5,-0.5
2024-11,LUZIÂNIA,Luziânia - Juizado da Fazenda Pública Estadual,1,4.0,2.8,2.8,-1.8,180.0,3.0,-2.0
2024-12,LUZIÂNIA,Luziânia - Juizado da Fazenda Pública Estadual,0,2.0,1.4,1.4,-1.4,,2.4,-2.4
2024-01,LUZIÂNIA,Luziânia - Juizado da Fazenda Pública Municipal,1,0.0,2.2,2.2,-1.2,120.0,2.5,-1.5
2024-02,LUZIÂNIA,Luziânia - Juizado da Fazenda Pública Municipal,2,6.0,3.6,3.6,-1.6,80.0,2.3,-0.3
2024-03,LUZIÂNIA,Luziânia - Juizado da Fazenda Pública Municipal,0,1.0,4.0,4.0,-4.0,,3.0,-3.0
2024-04,LUZIÂNIA,Luziânia - Juizado da Fazenda Pública Municipal,0,1.0,2.7,2.7,-2.7,,1.7,-1.7
2024-05,LUZIÂNIA,Luziânia - Juizado da Fazenda Pública Municipal,0,4.0,3.7,3.7,-3.7,,1.7,-1.7
2024-06,LUZIÂNIA,Luziânia - Juizado da Fazenda Pública Municipal,2,0.0,4.2,4.2,-2.2,110.0,1.5,0.5
2024-07,LUZIÂNIA,Luziânia - Juizado da Fazenda Pública Municipal,0,3.0,3.1,3.1,-3.1,,2.1,-2.1
2024-08,LUZIÂNIA,Luziânia - Juizado da Fazenda Pública Municipal,1,1.0,3.7,3.7,-2.7,270.0,1.6,-0.6
2024-09,LUZIÂNIA,Luziânia - Juizado da Fazenda Pública Municipal,0,3.0,4.2,4.2,-4.2,,1.8,-1.8
2024-10,LUZIÂNIA,Luziânia - Juizado da Fazenda Pública Municipal,0,0.0,1.9,1.9,-1.9,,1.4,-1.4
2024-11,LUZIÂNIA,Luziânia - Juizado da Fazenda Pública Municipal,0,1.0,1.2,1.2,-1.2,,1.4,-1.4
2024-12,LUZIÂNIA,Luziânia - Juizado da Fazenda Pública Municipal,2,3.0,0.5,0.5,1.5,75.0,1.3,0.7
2024-01,LUZIÂNIA,Luziânia - Pai Presente,4,0.0,2.1,2.1,1.9,47.5,3.3,0.7
2024-02,LUZIÂNIA,Luziânia - Pai Presente,5,0.0,4.9,4.9,0.1,2.0,4.5,0.5
2024-03,LUZIÂNIA,Luziânia - Pai Presente,3,0.0,5.0,5.0,-2.0,66.7,5.0,-2.0
2024-04,LUZIÂNIA,Luziânia - Pai Presente,3,0.0,5.1,5.1,-2.1,70.0,4.8,-1.8
2024-05,LUZIÂNIA,Luziânia - Pai Presente,12,1.0,6.0,6.0,6.0,50.0,4.6,7.4
2024-06,LUZIÂNIA,Luziânia - Pai Presente,6,8.0,9.0,9.0,-3.0,50.0,8.4,-2.4
2024-07,LUZIÂNIA,Luziânia - Pai Presente,7,4.0,5.8,5.8,1.2,17.1,7.3,-0.3
2024-08,LUZIÂNIA,Luziânia - Pai Presente,4,9.0,10.0,10.0,-6.0,150.0,7.9,-3.9
2024-09,LUZIÂNIA,Luziânia - Pai Presente,17,5.0,7.7,7.7,9.3,54.7,6.4,10.6
2024-10,LUZIÂNIA,Luziânia - Pai Presente,2,1.0,8.9,8.9,-6.9,345.0,11.3,-9.3
2024-11,LUZIÂNIA,Luziânia - Pai Presente,8,4.0,2.5,2.5,5.5,68.8,8.0,0.0
2024-12,LUZIÂNIA,Luziânia - Pai Presente,3,1.0,4.8,4.8,-1.8,60.0,9.0,-6.0
2024-01,LUZIÂNIA,Luziânia - Plantão da macrorregião 06,0,0.0,1.7,1.7,-1.7,,1.8,-1.8
2024-02,LUZIÂNIA,Luziânia - Plantão da macrorregião 06,0,0.0,2.3,2.3,-2.3,,1.4,-1.4
2024-03,LUZIÂNIA,Luziânia - Plantão da macrorregião 06,1,0.0,2.6,2.6,-1.6,160.0,1.4,-0.4
2024-04,LUZIÂNIA,Luziânia - Plantão da macrorregião 06,0,0.0,2.8,2.8,-2.8,,1.5,-1.5
2024-05,LUZIÂNIA,Luziânia - Plantão da macrorregião 06,0,0.0,3.3,3.3,-3.3,,1.3,-1.3
2024-06,LUZIÂNIA,Luziânia - Plantão da macrorregião 06,0,0.0,4.2,4.2,-4.2,,1.3,-1.3
2024-07,LUZIÂNIA,Luziânia - Plantão da macrorregião 06,1,0.0,2.3,2.3,-1.3,130.0,1.2,-0.2
2024-08,LUZIÂNIA,Luziânia - Plantão da macrorregião 06,0,0.0,4.2,4.2,-4.2,,1.4,-1.4
2024-09,LUZIÂNIA,Luziânia - Plantão da macrorregião 06,0,0.0,3.5,3.5,-3.5,,1.3,-1.3
2024-10,LUZIÂNIA,Luziânia - Plantão da macrorregião 06,0,0.0,2.2,2.2,-2.2,,1.3,-1.3
2024-11,LUZIÂNIA,Luziânia - Plantão da macrorregião 06,0,0.0,1.3,1.3,-1.3,,1.2,-1.2
2024-12,LUZIÂNIA,Luziânia - Plantão da macrorregião 06,0,2.0,0.6,0.6,-0.6,,1.2,-1.2
2024-01,LUZIÂNIA,Luziânia - UPJ Varas de Família e Sucessões: 1ª e 2ª,106,68.0,115.1,115.1,-9.1,8.6,112.3,-6.3
2024-02,LUZIÂNIA,Luziânia - UPJ Varas de Família e Sucessões: 1ª e 2ª,130,93.0,112.3,112.3,17.7,13.6,110.3,19.7
2024-03,LUZIÂNIA,Luziânia - UPJ Varas de Família e Sucessões: 1ª e 2ª,123,128.0,122.7,122.7,0.3,0.2,128.7,-5.7
2024-04,LUZIÂNIA,Luziânia - UPJ Varas de Família e Sucessões: 1ª e 2ª,128,104.0,118.1,118.1,9.9,7.7,117.7,10.3
2024-05,LUZIÂNIA,Luziânia - UPJ Varas de Família e Sucessões: 1ª e 2ª,121,127.0,130.8,130.8,-9.8,8.1,130.1,-9.1
2024-06,LUZIÂNIA,Luziânia - UPJ Varas de Família e Sucessões: 1ª e 2ª,137,123.0,126.8,126.8,10.2,7.4,119.6,17.4
2024-07,LUZIÂNIA,Luziânia - UPJ Varas de Família e Sucessões: 1ª e 2ª,134,115.0,129.3,129.3,4.7,3.5,129.7,4.3
2024-08,LUZIÂNIA,Luziânia - UPJ Varas de Família e Sucessões: 1ª e 2ª,166,130.0,132.1,132.1,33.9,20.4,133.2,32.8
2024-09,LUZIÂNIA,Luziânia - UPJ Varas de Família e Sucessões: 1ª e 2ª,144,126.0,143.3,143.3,0.7,0.5,138.7,5.3
2024-10,LUZIÂNIA,Luziânia - UPJ Varas de Família e Sucessões: 1ª e 2ª,138,137.0,137.7,137.7,0.3,0.2,136.0,2.0
2024-11,LUZIÂNIA,Luziânia - UPJ Varas de Família e Sucessões: 1ª e 2ª,115,139.0,139.2,139.2,-24.2,21.0,130.9,-15.9
2024-12,LUZIÂNIA,Luziânia - UPJ Varas de Família e Sucessões: 1ª e 2ª,113,115.0,122.2,122.2,-9.2,8.1,101.1,11.9
2024-01,LUZIÂNIA,Luziânia - Vara da Infância e Juventude Cível,37,38.0,30.2,30.2,6.8,18.4,28.2,8.8
2024-02,LUZIÂNIA,Luziânia - Vara da Infância e Juventude Cível,24,85.0,42.6,42.6,-18.6,77.5,34.0,-10.0
2024-03,LUZIÂNIA,Luziânia - Vara da Infância e Juventude Cível,24,233.0,49.6,49.6,-25.6,106.7,31.3,-7.3
2024-04,LUZIÂNIA,Luziânia - Vara da Infância e Juventude Cível,35,112.0,37.3,37.3,-2.3,6.6,28.4,6.6
2024-05,LUZIÂNIA,Luziânia - Vara da Infância e Juventude Cível,29,80.0,37.1,37.1,-8.1,27.9,33.0,-4.0
2024-06,LUZIÂNIA,Luziânia - Vara da Infância e Juventude Cível,30,47.0,32.8,32.8,-2.8,9.3,32.5,-2.5
2024-07,LUZIÂNIA,Luziânia - Vara da Infância e Juventude Cível,32,64.0,35.8,35.8,-3.8,11.9,34.0,-2.0
2024-08,LUZIÂNIA,Luziânia - Vara da Infância e Juventude Cível,28,43.0,35.2,35.2,-7.2,25.7,33.5,-5.5
2024-09,LUZIÂNIA,Luziânia - Vara da Infância e Juventude Cível,26,36.0,32.6,32.6,-6.6,25.4,31.1,-5.1
2024-10,LUZIÂNIA,Luziânia - Vara da Infância e Juventude Cível,37,18.0,28.3,28.3,8.7,23.5,30.0,7.0
2024-11,LUZIÂNIA,Luziânia - Vara da Infância e Juventude Cível,31,32.0,31.0,31.0,0.0,0.0,33.4,-2.4
2024-12,LUZIÂNIA,Luziânia - Vara da Infância e Juventude Cível,16,20.0,27.4,27.4,-11.4,71.2,28.8,-12.8
2024-01,LUZIÂNIA,Luziânia - Vara da Infância e Juventude Infracional,10,18.0,13.4,13.4,-3.4,34.0,13.0,-3.0
2024-02,LUZIÂNIA,Luziânia - Vara da Infância e Juventude Infracional,9,11.0,12.9,12.9,-3.9,43.3,13.2,-4.2
2024-03,LUZIÂNIA,Luziânia - Vara da Infância e Juventude Infracional,11,13.0,13.4,13.4,-2.4,21.8,11.6,-0.6
2024-04,LUZIÂNIA,Luziânia - Vara da Infância e Juventude Infracional,17,19.0,14.4,14.4,2.6,15.3,11.6,5.4
2024-05,LUZIÂNIA,Luziânia - Vara da Infância e Juventude Infracional,12,19.0,16.2,16.2,-4.2,35.0,14.6,-2.6
2024-06,LUZIÂNIA,Luziânia - Vara da Infância e Juventude Infracional,15,13.0,15.3,15.3,-0.3,2.0,13.2,1.8
2024-07,LUZIÂNIA,Luziânia - Vara da Infância e Juventude Infracional,9,16.0,16.2,16.2,-7.2,80.0,14.4,-5.4
2024-08,LUZIÂNIA,Luziânia - Vara da Infância e Juventude Infracional,20,10.0,13.8,13.8,6.2,31.0,12.2,7.8
2024-09,LUZIÂNIA,Luziânia - Vara da Infância e Juventude Infracional,13,11.0,17.0,17.0,-4.0,30.8,15.3,-2.3
2024-10,LUZIÂNIA,Luziânia - Vara da Infância e Juventude Infracional,22,17.0,13.5,13.5,8.5,38.6,14.3,7.7
2024-11,LUZIÂNIA,Luziânia - Vara da Infância e Juventude Infracional,17,20.0,18.1,18.1,-1.1,6.5,19.1,-2.1
2024-12,LUZIÂNIA,Luziânia - Vara da Infância e Juventude Infracional,19,10.0,14.0,14.0,5.0,26.3,14.7,4.3
2024-01,LUZIÂNIA,Luziânia - Vara das Fazendas Públicas Estadual,4,4.0,5.6,5.6,-1.6,40.0,6.6,-2.6
2024-02,LUZIÂNIA,Luziânia - Vara das Fazendas Públicas Estadual,7,2.0,5.7,5.7,1.3,18.6,5.1,1.9
2024-03,LUZIÂNIA,Luziânia - Vara das Fazendas Públicas Estadual,6,4.0,7.6,7.6,-1.6,26.7,6.9,-0.9
2024-04,LUZIÂNIA,Luziânia - Vara das Fazendas Públicas Estadual,5,1.0,6.8,6.8,-1.8,36.0,6.8,-1.8
2024-05,LUZIÂNIA,Luziânia - Vara das Fazendas Públicas Estadual,9,2.0,7.9,7.9,1.1,12.2,6.9,2.1
2024-06,LUZIÂNIA,Luziânia - Vara das Fazendas Públicas Estadual,11,6.0,10.1,10.1,0.9,8.2,7.9,3.1
2024-07,LUZIÂNIA,Luziânia - Vara das Fazendas Públicas Estadual,7,4.0,8.9,8.9,-1.9,27.1,9.0,-2.0
2024-08,LUZIÂNIA,Luziânia - Vara das Fazendas Públicas Estadual,5,7.0,10.6,10.6,-5.6,112.0,8.7,-3.7
2024-09,LUZIÂNIA,Luziânia - Vara das Fazendas Públicas Estadual,8,5.0,8.7,8.7,-0.7,8.8,8.1,-0.1
2024-10,LUZIÂNIA,Luziânia - Vara das Fazendas Públicas Estadual,4,7.0,8.5,8.5,-4.5,112.5,8.2,-4.2
2024-11,LUZIÂNIA,Luziânia - Vara das Fazendas Públicas Estadual,6,3.0,5.3,5.3,0.7,11.7,7.2,-1.2
2024-12,LUZIÂNIA,Luziânia - Vara das Fazendas Públicas Estadual,6,6.0,5.7,5.7,0.3,5.0,7.1,-1.1
2024-01,LUZIÂNIA,Luziânia - Vara das Fazendas Públicas Municipal,5,5.0,9.9,9.9,-4.9,98.0,11.3,-6.3
2024-02,LUZIÂNIA,Luziânia - Vara das Fazendas Públicas Municipal,4,9.0,9.2,9.2,-5.2,130.0,9.9,-5.9
2024-03,LUZIÂNIA,Luziânia - Vara das Fazendas Públicas Municipal,9,11.0,8.4,8.4,0.6,6.7,8.4,0.6
2024-04,LUZIÂNIA,Luziânia - Vara das Fazendas Públicas Municipal,18,13.0,9.6,9.6,8.4,46.7,8.8,9.2
2024-05,LUZIÂNIA,Luziânia - Vara das Fazendas Públicas Municipal,15,18.0,13.0,13.0,2.0,13.3,13.2,1.8
2024-06,LUZIÂNIA,Luziânia - Vara das Fazendas Públicas Municipal,27,10.0,14.5,14.5,12.5,46.3,13.6,13.4
2024-07,LUZIÂNIA,Luziânia - Vara das Fazendas Públicas Municipal,14,10.0,18.6,18.6,-4.6,32.9,19.3,-5.3
2024-08,LUZIÂNIA,Luziânia - Vara das Fazendas Públicas Municipal,14,8.0,15.0,15.0,-1.0,7.1,16.9,-2.9
2024-09,LUZIÂNIA,Luziânia - Vara das Fazendas Públicas Municipal,13,10.0,16.1,16.1,-3.1,23.8,17.3,-4.3
2024-10,LUZIÂNIA,Luziânia - Vara das Fazendas Públicas Municipal,17,8.0,15.0,15.0,2.0,11.8,14.4,2.6
2024-11,LUZIÂNIA,Luziânia - Vara das Fazendas Públicas Municipal,12,15.0,15.6,15.6,-3.6,30.0,15.1,-3.1
2024-12,LUZIÂNIA,Luziânia - Vara das Fazendas Públicas Municipal,12,11.0,12.4,12.4,-0.4,3.3,13.6,-1.6
2024-01,MARA ROSA,Mara Rosa - 1ª Vara Cível,0,2.0,2.5,2.5,-2.5,,2.9,-2.9
2024-02,MARA ROSA,Mara Rosa - 1ª Vara Cível,3,3.0,3.2,3.2,-0.2,6.7,2.2,0.8
2024-03,MARA ROSA,Mara Rosa - 1ª Vara Cível,8,1.0,3.9,3.9,4.1,51.2,2.7,5.3
2024-04,MARA ROSA,Mara Rosa - 1ª Vara Cível,2,5.0,5.2,5.2,-3.2,160.0,5.1,-3.1
2024-05,MARA ROSA,Mara Rosa - 1ª Vara Cível,3,6.0,5.0,5.0,-2.0,66.7,4.3,-1.3
2024-06,MARA ROSA,Mara Rosa - 1ª Vara Cível,7,1.0,6.0,6.0,1.0,14.3,4.4,2.6
2024-07,MARA ROSA,Mara Rosa - 1ª Vara Cível,5,3.0,5.5,5.5,-0.5,10.0,5.1,-0.1
2024-08,MARA ROSA,Mara Rosa - 1ª Vara Cível,2,4.0,7.3,7.3,-5.3,265.0,5.6,-3.6
2024-09,MARA ROSA,Mara Rosa - 1ª Vara Cível,5,3.0,6.0,6.0,-1.0,20.0,4.8,0.2
2024-10,MARA ROSA,Mara Rosa - 1ª Vara Cível,4,3.0,5.4,5.4,-1.4,35.0,5.0,-1.0
2024-11,MARA ROSA,Mara Rosa - 1ª Vara Cível,5,1.0,3.7,3.7,1.3,26.0,4.5,0.5
2024-12,MARA ROSA,Mara Rosa - 1ª Vara Cível,2,1.0,4.2,4.2,-2.2,110.0,5.3,-3.3
2024-01,MARA ROSA,Mara Rosa - 2ª Vara Cível,2,2.0,1.6,1.6,0.4,20.0,1.7,0.3
2024-02,MARA ROSA,Mara Rosa - 2ª Vara Cível,4,1.0,3.2,3.2,0.8,20.0,2.1,1.9
2024-03,MARA ROSA,Mara Rosa - 2ª Vara Cível,1,3.0,4.2,4.2,-3.2,320.0,3.3,-2.3
2024-04,MARA ROSA,Mara Rosa - 2ª Vara Cível,0,8.0,4.1,4.1,-4.1,,2.7,-2.7
2024-05,MARA ROSA,Mara Rosa - 2ª Vara Cível,1,3.0,3.6,3.6,-2.6,260.0,2.1,-1.1
2024-06,MARA ROSA,Mara Rosa - 2ª Vara Cível,4,0.0,4.5,4.5,-0.5,12.5,1.8,2.2
2024-07,MARA ROSA,Mara Rosa - 2ª Vara Cível,8,3.0,3.7,3.7,4.3,53.8,3.2,4.8
2024-08,MARA ROSA,Mara Rosa - 2ª Vara Cível,2,2.0,6.7,6.7,-4.7,235.0,5.2,-3.2
2024-09,MARA ROSA,Mara Rosa - 2ª Vara Cível,2,2.0,5.0,5.0,-3.0,150.0,4.6,-2.6
2024-10,MARA ROSA,Mara Rosa - 2ª Vara Cível,1,3.0,3.6,3.6,-2.6,260.0,4.1,-3.1
2024-11,MARA ROSA,Mara Rosa - 2ª Vara Cível,2,0.0,2.2,2.2,-0.2,10.0,2.8,-0.8
2024-12,MARA ROSA,Mara Rosa - 2ª Vara Cível,2,0.0,1.7,1.7,0.3,15.0,3.0,-1.0
2024-01,MARA ROSA,Mara Rosa - Execução Penal/EXECPENWEB,0,0.0,1.4,1.4,-1.4,,1.2,-1.2
2024-02,MARA ROSA,Mara Rosa - Execução Penal/EXECPENWEB,0,0.0,2.5,2.5,-2.5,,1.2,-1.2
2024-03,MARA ROSA,Mara Rosa - Execução Penal/EXECPENWEB,0,0.0,2.7,2.7,-2.7,,1.2,-1.2
2024-04,MARA ROSA,Mara Rosa - Execução Penal/EXECPENWEB,0,0.0,2.6,2.6,-2.6,,1.2,-1.2
2024-05,MARA ROSA,Mara Rosa - Execução Penal/EXECPENWEB,0,0.0,3.4,3.4,-3.4,,1.2,-1.2
2024-06,MARA ROSA,Mara Rosa - Execução Penal/EXECPENWEB,0,0.0,4.1,4.1,-4.1,,1.2,-1.2
2024-07,MARA ROSA,Mara Rosa - Execução Penal/EXECPENWEB,0,0.0,2.5,2.5,-2.5,,1.2,-1.2
2024-08,MARA ROSA,Mara Rosa - Execução Penal/EXECPENWEB,0,0.0,4.0,4.0,-4.0,,1.2,-1.2
2024-09,MARA ROSA,Mara Rosa - Execução Penal/EXECPENWEB,0,0.0,3.6,3.6,-3.6,,1.2,-1.2
2024-10,MARA ROSA,Mara Rosa - Execução Penal/EXECPENWEB,0,0.0,2.2,2.2,-2.2,,1.2,-1.2
2024-11,MARA ROSA,Mara Rosa - Execução Penal/EXECPENWEB,0,0.0,1.2,1.2,-1.2,,1.2,-1.2
2024-12,MARA ROSA,Mara Rosa - Execução Penal/EXECPENWEB,0,0.0,0.3,0.3,-0.3,,1.2,-1.2
2024-01,MARA ROSA,Mara Rosa - Juizado Especial Criminal,7,6.0,5.8,5.8,1.2,17.1,6.7,0.3
2024-02,MARA ROSA,Mara Rosa - Juizado Especial Criminal,4,5.0,8.0,8.0,-4.0,100.0,6.9,-2.9
2024-03,MARA ROSA,Mara Rosa - Juizado Especial Criminal,14,0.0,6.4,6.4,7.6,54.3,6.2,7.8
2024-04,MARA ROSA,Mara Rosa - Juizado Especial Criminal,10,7.0,9.9,9.9,0.1,1.0,10.2,-0.2
2024-05,MARA ROSA,Mara Rosa - Juizado Especial Criminal,4,7.0,9.4,9.4,-5.4,135.0,9.1,-5.1
2024-06,MARA ROSA,Mara Rosa - Juizado Especial Criminal,3,4.0,8.9,8.9,-5.9,196.7,7.7,-4.7
2024-07,MARA ROSA,Mara Rosa - Juizado Especial Criminal,0,1.0,5.9,5.9,-5.9,,6.4,-6.4
2024-08,MARA ROSA,Mara Rosa - Juizado Especial Criminal,6,4.0,6.0,6.0,0.0,0.0,4.0,2.0
2024-09,MARA ROSA,Mara Rosa - Juizado Especial Criminal,1,9.0,7.8,7.8,-6.8,680.0,5.4,-4.4
