ANO_MES,COMARCA,SERVENTIA,novos_casos,previsto_m0_naive,previsto_m1_linear,previsto_ensemble,erro_ensemble,erro_pct,previsto_m3_lgbm,erro_lgbm
2024-01,ABADIÂNIA,Abadiânia - Execução Penal/EXECPENWEB,0,0.0,1.4,1.4,-1.4,,1.2,-1.2
2024-02,ABADIÂNIA,Abadiânia - Execução Penal/EXECPENWEB,0,0.0,2.5,2.5,-2.5,,1.2,-1.2
2024-03,ABADIÂNIA,Abadiânia - Execução Penal/EXECPENWEB,0,0.0,2.7,2.7,-2.7,,1.2,-1.2
2024-04,ABADIÂNIA,Abadiânia - Execução Penal/EXECPENWEB,0,0.0,2.6,2.6,-2.6,,1.2,-1.2
2024-05,ABADIÂNIA,Abadiânia - Execução Penal/EXECPENWEB,0,0.0,3.4,3.4,-3.4,,1.2,-1.2
2024-06,ABADIÂNIA,Abadiânia - Execução Penal/EXECPENWEB,0,0.0,4.1,4.1,-4.1,,1.2,-1.2
2024-07,ABADIÂNIA,Abadiânia - Execução Penal/EXECPENWEB,0,0.0,2.5,2.5,-2.5,,1.2,-1.2
2024-08,ABADIÂNIA,Abadiânia - Execução Penal/EXECPENWEB,0,0.0,4.0,4.0,-4.0,,1.2,-1.2
2024-09,ABADIÂNIA,Abadiânia - Execução Penal/EXECPENWEB,0,0.0,3.6,3.6,-3.6,,1.2,-1.2
2024-10,ABADIÂNIA,Abadiânia - Execução Penal/EXECPENWEB,0,0.0,2.2,2.2,-2.2,,1.2,-1.2
2024-11,ABADIÂNIA,Abadiânia - Execução Penal/EXECPENWEB,0,0.0,1.2,1.2,-1.2,,1.2,-1.2
2024-12,ABADIÂNIA,Abadiânia - Execução Penal/EXECPENWEB,0,0.0,0.3,0.3,-0.3,,1.2,-1.2
2024-01,ABADIÂNIA,Abadiânia - Juizado Especial Criminal,9,12.0,12.3,12.3,-3.3,36.7,13.0,-4.0
2024-02,ABADIÂNIA,Abadiânia - Juizado Especial Criminal,28,5.0,12.2,12.2,15.8,56.4,12.4,15.6
2024-03,ABADIÂNIA,Abadiânia - Juizado Especial Criminal,17,15.0,16.9,16.9,0.1,0.6,18.2,-1.2
2024-04,ABADIÂNIA,Abadiânia - Juizado Especial Criminal,17,15.0,15.0,15.0,2.0,11.8,16.5,0.5
2024-05,ABADIÂNIA,Abadiânia - Juizado Especial Criminal,12,17.0,19.6,19.6,-7.6,63.3,18.4,-6.4
2024-06,ABADIÂNIA,Abadiânia - Juizado Especial Criminal,23,16.0,17.6,17.6,5.4,23.5,14.7,8.3
2024-07,ABADIÂNIA,Abadiânia - Juizado Especial Criminal,7,10.0,18.4,18.4,-11.4,162.9,17.5,-10.5
2024-08,ABADIÂNIA,Abadiânia - Juizado Especial Criminal,11,18.0,13.6,13.6,-2.6,23.6,13.0,-2.0
2024-09,ABADIÂNIA,Abadiânia - Juizado Especial Criminal,14,15.0,14.4,14.4,-0.4,2.9,13.4,0.6
2024-10,ABADIÂNIA,Abadiânia - Juizado Especial Criminal,7,23.0,14.5,14.5,-7.5,107.1,13.4,-6.4
2024-11,ABADIÂNIA,Abadiânia - Juizado Especial Criminal,20,17.0,10.8,10.8,9.2,46.0,11.5,8.5
2024-12,ABADIÂNIA,Abadiânia - Juizado Especial Criminal,12,9.0,13.1,13.1,-1.1,9.2,14.3,-2.3
2024-01,ABADIÂNIA,Abadiânia - Juizado Especial Cível,6,8.0,6.7,6.7,-0.7,11.7,7.7,-1.7
2024-02,ABADIÂNIA,Abadiânia - Juizado Especial Cível,8,10.0,7.3,7.3,0.7,8.8,6.9,1.1
2024-03,ABADIÂNIA,Abadiânia - Juizado Especial Cível,12,14.0,10.2,10.2,1.8,15.0,8.2,3.8
2024-04,ABADIÂNIA,Abadiânia - Juizado Especial Cível,10,9.0,10.3,10.3,-0.3,3.0,9.8,0.2
2024-05,ABADIÂNIA,Abadiânia - Juizado Especial Cível,11,2.0,10.6,10.6,0.4,3.6,9.4,1.6
2024-06,ABADIÂNIA,Abadiânia - Juizado Especial Cível,9,2.0,13.1,13.1,-4.1,45.6,10.7,-1.7
2024-07,ABADIÂNIA,Abadiânia - Juizado Especial Cível,12,6.0,10.9,10.9,1.1,9.2,9.9,2.1
2024-08,ABADIÂNIA,Abadiânia - Juizado Especial Cível,4,9.0,13.8,13.8,-9.8,245.0,11.6,-7.6
2024-09,ABADIÂNIA,Abadiânia - Juizado Especial Cível,6,9.0,9.0,9.0,-3.0,50.0,8.9,-2.9
2024-10,ABADIÂNIA,Abadiânia - Juizado Especial Cível,16,11.0,8.2,8.2,7.8,48.8,8.5,7.5
2024-11,ABADIÂNIA,Abadiânia - Juizado Especial Cível,15,2.0,8.2,8.2,6.8,45.3,11.5,3.5
2024-12,ABADIÂNIA,Abadiânia - Juizado Especial Cível,18,7.0,9.2,9.2,8.8,48.9,12.5,5.5
2024-01,ABADIÂNIA,Abadiânia - Juizado das Fazendas Públicas,0,1.0,1.3,1.3,-1.3,,1.3,-1.3
2024-02,ABADIÂNIA,Abadiânia - Juizado das Fazendas Públicas,0,2.0,2.6,2.6,-2.6,,1.2,-1.2
2024-03,ABADIÂNIA,Abadiânia - Juizado das Fazendas Públicas,1,2.0,2.8,2.8,-1.8,180.0,1.2,-0.2
2024-04,ABADIÂNIA,Abadiânia - Juizado das Fazendas Públicas,0,1.0,2.7,2.7,-2.7,,1.4,-1.4
2024-05,ABADIÂNIA,Abadiânia - Juizado das Fazendas Públicas,1,4.0,3.4,3.4,-2.4,240.0,1.3,-0.3
2024-06,ABADIÂNIA,Abadiânia - Juizado das Fazendas Públicas,1,0.0,4.2,4.2,-3.2,320.0,1.5,-0.5
2024-07,ABADIÂNIA,Abadiânia - Juizado das Fazendas Públicas,1,0.0,2.5,2.5,-1.5,150.0,1.6,-0.6
2024-08,ABADIÂNIA,Abadiânia - Juizado das Fazendas Públicas,0,0.0,4.5,4.5,-4.5,,1.7,-1.7
2024-09,ABADIÂNIA,Abadiânia - Juizado das Fazendas Públicas,0,1.0,3.6,3.6,-3.6,,1.5,-1.5
2024-10,ABADIÂNIA,Abadiânia - Juizado das Fazendas Públicas,0,1.0,2.0,2.0,-2.0,,1.3,-1.3
2024-11,ABADIÂNIA,Abadiânia - Juizado das Fazendas Públicas,1,0.0,1.1,1.1,-0.1,10.0,1.3,-0.3
2024-12,ABADIÂNIA,Abadiânia - Juizado das Fazendas Públicas,0,0.0,0.3,0.3,-0.3,,1.4,-1.4
2024-01,ABADIÂNIA,Abadiânia - Vara Criminal,11,27.0,20.8,20.8,-9.8,89.1,20.1,-9.1
2024-02,ABADIÂNIA,Abadiânia - Vara Criminal,20,21.0,16.7,16.7,3.3,16.5,14.2,5.8
2024-03,ABADIÂNIA,Abadiânia - Vara Criminal,25,26.0,20.0,20.0,5.0,20.0,17.3,7.7
2024-04,ABADIÂNIA,Abadiânia - Vara Criminal,18,13.0,19.4,19.4,-1.4,7.8,21.6,-3.6
2024-05,ABADIÂNIA,Abadiânia - Vara Criminal,13,14.0,21.1,21.1,-8.1,62.3,19.4,-6.4
2024-06,ABADIÂNIA,Abadiânia - Vara Criminal,24,21.0,19.5,19.5,4.5,18.8,18.3,5.7
2024-07,ABADIÂNIA,Abadiânia - Vara Criminal,15,29.0,21.4,21.4,-6.4,42.7,20.3,-5.3
2024-08,ABADIÂNIA,Abadiânia - Vara Criminal,22,15.0,18.1,18.1,3.9,17.7,16.4,5.6
2024-09,ABADIÂNIA,Abadiânia - Vara Criminal,28,17.0,22.5,22.5,5.5,19.6,19.6,8.4
2024-10,ABADIÂNIA,Abadiânia - Vara Criminal,19,26.0,22.5,22.5,-3.5,18.4,21.7,-2.7
2024-11,ABADIÂNIA,Abadiânia - Vara Criminal,28,22.0,20.2,20.2,7.8,27.9,20.4,7.6
2024-12,ABADIÂNIA,Abadiânia - Vara Criminal,18,17.0,22.8,22.8,-4.8,26.7,21.7,-3.7
2024-01,ABADIÂNIA,Abadiânia - Vara Cível,10,13.0,6.6,6.6,3.4,34.0,7.2,2.8
2024-02,ABADIÂNIA,Abadiânia - Vara Cível,4,7.0,8.5,8.5,-4.5,112.5,8.1,-4.1
2024-03,ABADIÂNIA,Abadiânia - Vara Cível,10,12.0,6.8,6.8,3.2,32.0,6.9,3.1
2024-04,ABADIÂNIA,Abadiânia - Vara Cível,9,7.0,9.3,9.3,-0.3,3.3,8.8,0.2
2024-05,ABADIÂNIA,Abadiânia - Vara Cível,5,4.0,8.9,8.9,-3.9,78.0,8.4,-3.4
2024-06,ABADIÂNIA,Abadiânia - Vara Cível,11,3.0,9.2,9.2,1.8,16.4,8.0,3.0
2024-07,ABADIÂNIA,Abadiânia - Vara Cível,8,9.0,10.1,10.1,-2.1,26.2,9.2,-1.2
2024-08,ABADIÂNIA,Abadiânia - Vara Cível,5,8.0,10.0,10.0,-5.0,100.0,8.7,-3.7
2024-09,ABADIÂNIA,Abadiânia - Vara Cível,42,3.0,8.9,8.9,33.1,78.8,8.4,33.6
2024-10,ABADIÂNIA,Abadiânia - Vara Cível,9,10.0,14.9,14.9,-5.9,65.6,23.9,-14.9
2024-11,ABADIÂNIA,Abadiânia - Vara Cível,15,5.0,3.4,3.4,11.6,77.3,9.8,5.2
2024-12,ABADIÂNIA,Abadiânia - Vara Cível,9,4.0,10.1,10.1,-1.1,12.2,16.5,-7.5
2024-01,ABADIÂNIA,Abadiânia - Vara da Infância e Juventude Cível,0,2.0,1.6,1.6,-1.6,,1.5,-1.5
2024-02,ABADIÂNIA,Abadiânia - Vara da Infância e Juventude Cível,1,0.0,2.2,2.2,-1.2,120.0,1.3,-0.3
2024-03,ABADIÂNIA,Abadiânia - Vara da Infância e Juventude Cível,2,0.0,2.9,2.9,-0.9,45.0,1.6,0.4
2024-04,ABADIÂNIA,Abadiânia - Vara da Infância e Juventude Cível,0,1.0,3.0,3.0,-3.0,,2.1,-2.1
2024-05,ABADIÂNIA,Abadiânia - Vara da Infância e Juventude Cível,0,1.0,3.3,3.3,-3.3,,1.6,-1.6
2024-06,ABADIÂNIA,Abadiânia - Vara da Infância e Juventude Cível,1,0.0,3.8,3.8,-2.8,280.0,1.5,-0.5
2024-07,ABADIÂNIA,Abadiânia - Vara da Infância e Juventude Cível,0,1.0,2.6,2.6,-2.6,,1.5,-1.5
2024-08,ABADIÂNIA,Abadiânia - Vara da Infância e Juventude Cível,0,0.0,3.7,3.7,-3.7,,1.4,-1.4
2024-09,ABADIÂNIA,Abadiânia - Vara da Infância e Juventude Cível,0,1.0,3.5,3.5,-3.5,,1.3,-1.3
2024-10,ABADIÂNIA,Abadiânia - Vara da Infância e Juventude Cível,1,0.0,2.0,2.0,-1.0,100.0,1.2,-0.2
2024-11,ABADIÂNIA,Abadiânia - Vara da Infância e Juventude Cível,1,0.0,1.2,1.2,-0.2,20.0,1.4,-0.4
2024-12,ABADIÂNIA,Abadiânia - Vara da Infância e Juventude Cível,0,1.0,0.5,0.5,-0.5,,1.6,-1.6
2024-01,ABADIÂNIA,Abadiânia - Vara da Infância e Juventude Infracional,0,2.0,1.6,1.6,-1.6,,1.3,-1.3
2024-02,ABADIÂNIA,Abadiânia - Vara da Infância e Juventude Infracional,0,1.0,2.8,2.8,-2.8,,1.3,-1.3
2024-03,ABADIÂNIA,Abadiânia - Vara da Infância e Juventude Infracional,4,3.0,2.9,2.9,1.1,27.5,1.2,2.8
2024-04,ABADIÂNIA,Abadiânia - Vara da Infância e Juventude Infracional,5,5.0,3.9,3.9,1.1,22.0,2.5,2.5
2024-05,ABADIÂNIA,Abadiânia - Vara da Infância e Juventude Infracional,1,4.0,5.2,5.2,-4.2,420.0,4.0,-3.0
2024-06,ABADIÂNIA,Abadiânia - Vara da Infância e Juventude Infracional,0,0.0,5.0,5.0,-5.0,,3.2,-3.2
2024-07,ABADIÂNIA,Abadiânia - Vara da Infância e Juventude Infracional,0,0.0,2.6,2.6,-2.6,,2.4,-2.4
2024-08,ABADIÂNIA,Abadiânia - Vara da Infância e Juventude Infracional,1,0.0,4.2,4.2,-3.2,320.0,1.5,-0.5
2024-09,ABADIÂNIA,Abadiânia - Vara da Infância e Juventude Infracional,0,0.0,4.1,4.1,-4.1,,1.7,-1.7
2024-10,ABADIÂNIA,Abadiânia - Vara da Infância e Juventude Infracional,0,0.0,2.4,2.4,-2.4,,1.5,-1.5
2024-11,ABADIÂNIA,Abadiânia - Vara da Infância e Juventude Infracional,1,1.0,1.4,1.4,-0.4,40.0,1.3,-0.3
2024-12,ABADIÂNIA,Abadiânia - Vara da Infância e Juventude Infracional,0,0.0,0.6,0.6,-0.6,,1.4,-1.4
2024-01,ABADIÂNIA,Abadiânia - Vara das Fazendas Públicas,2,3.0,2.2,2.2,-0.2,10.0,2.8,-0.8
2024-02,ABADIÂNIA,Abadiânia - Vara das Fazendas Públicas,6,0.0,3.6,3.6,2.4,40.0,2.6,3.4
2024-03,ABADIÂNIA,Abadiânia - Vara das Fazendas Públicas,3,7.0,5.4,5.4,-2.4,80.0,4.8,-1.8
2024-04,ABADIÂNIA,Abadiânia - Vara das Fazendas Públicas,5,1.0,4.3,4.3,0.7,14.0,4.1,0.9
2024-05,ABADIÂNIA,Abadiânia - Vara das Fazendas Públicas,7,2.0,6.6,6.6,0.4,5.7,5.3,1.7
2024-06,ABADIÂNIA,Abadiânia - Vara das Fazendas Públicas,6,1.0,7.6,7.6,-1.6,26.7,5.7,0.3
2024-07,ABADIÂNIA,Abadiânia - Vara das Fazendas Públicas,4,0.0,6.6,6.6,-2.6,65.0,6.3,-2.3
2024-08,ABADIÂNIA,Abadiânia - Vara das Fazendas Públicas,2,1.0,7.6,7.6,-5.6,280.0,5.9,-3.9
2024-09,ABADIÂNIA,Abadiânia - Vara das Fazendas Públicas,3,3.0,6.0,6.0,-3.0,100.0,4.3,-1.3
2024-10,ABADIÂNIA,Abadiânia - Vara das Fazendas Públicas,1,5.0,5.1,5.1,-4.1,410.0,4.3,-3.3
2024-11,ABADIÂNIA,Abadiânia - Vara das Fazendas Públicas,3,1.0,2.6,2.6,0.4,13.3,3.4,-0.4
2024-12,ABADIÂNIA,Abadiânia - Vara das Fazendas Públicas,4,1.0,2.4,2.4,1.6,40.0,3.8,0.2
2024-01,ABADIÂNIA,Abadiânia - Vara de Família e Sucessões,16,6.0,10.0,10.0,6.0,37.5,12.3,3.7
2024-02,ABADIÂNIA,Abadiânia - Vara de Família e Sucessões,10,11.0,14.2,14.2,-4.2,42.0,14.0,-4.0
2024-03,ABADIÂNIA,Abadiânia - Vara de Família e Sucessões,12,7.0,11.2,11.2,0.8,6.7,12.1,-0.1
2024-04,ABADIÂNIA,Abadiânia - Vara de Família e Sucessões,16,5.0,13.6,13.6,2.4,15.0,13.6,2.4
2024-05,ABADIÂNIA,Abadiânia - Vara de Família e Sucessões,8,13.0,15.6,15.6,-7.6,95.0,14.4,-6.4
2024-06,ABADIÂNIA,Abadiânia - Vara de Família e Sucessões,13,15.0,13.3,13.3,-0.3,2.3,12.0,1.0
2024-07,ABADIÂNIA,Abadiânia - Vara de Família e Sucessões,10,11.0,13.5,13.5,-3.5,35.0,13.9,-3.9
2024-08,ABADIÂNIA,Abadiânia - Vara de Família e Sucessões,8,5.0,12.7,12.7,-4.7,58.8,11.0,-3.0
2024-09,ABADIÂNIA,Abadiânia - Vara de Família e Sucessões,20,7.0,12.4,12.4,7.6,38.0,10.6,9.4
2024-10,ABADIÂNIA,Abadiânia - Vara de Família e Sucessões,10,26.0,15.4,15.4,-5.4,54.0,15.1,-5.1
2024-11,ABADIÂNIA,Abadiânia - Vara de Família e Sucessões,16,17.0,9.9,9.9,6.1,38.1,12.4,3.6
2024-12,ABADIÂNIA,Abadiânia - Vara de Família e Sucessões,4,8.0,12.6,12.6,-8.6,215.0,13.8,-9.8
2024-01,ACREÚNA,Acreúna - Execução Penal/EXECPENWEB,0,0.0,1.4,1.4,-1.4,,1.2,-1.2
2024-02,ACREÚNA,Acreúna - Execução Penal/EXECPENWEB,0,0.0,2.5,2.5,-2.5,,1.2,-1.2
2024-03,ACREÚNA,Acreúna - Execução Penal/EXECPENWEB,0,0.0,2.7,2.7,-2.7,,1.2,-1.2
2024-04,ACREÚNA,Acreúna - Execução Penal/EXECPENWEB,0,0.0,2.6,2.6,-2.6,,1.2,-1.2
2024-05,ACREÚNA,Acreúna - Execução Penal/EXECPENWEB,0,0.0,3.4,3.4,-3.4,,1.2,-1.2
2024-06,ACREÚNA,Acreúna - Execução Penal/EXECPENWEB,0,0.0,4.1,4.1,-4.1,,1.2,-1.2
2024-07,ACREÚNA,Acreúna - Execução Penal/EXECPENWEB,0,0.0,2.5,2.5,-2.5,,1.2,-1.2
2024-08,ACREÚNA,Acreúna - Execução Penal/EXECPENWEB,0,0.0,4.0,4.0,-4.0,,1.2,-1.2
2024-09,ACREÚNA,Acreúna - Execução Penal/EXECPENWEB,0,0.0,3.6,3.6,-3.6,,1.2,-1.2
2024-10,ACREÚNA,Acreúna - Execução Penal/EXECPENWEB,0,0.0,2.2,2.2,-2.2,,1.2,-1.2
2024-11,ACREÚNA,Acreúna - Execução Penal/EXECPENWEB,0,0.0,1.2,1.2,-1.2,,1.2,-1.2
2024-12,ACREÚNA,Acreúna - Execução Penal/EXECPENWEB,0,0.0,0.3,0.3,-0.3,,1.2,-1.2
2024-01,ACREÚNA,Acreúna - Juizado Especial Criminal,31,6.0,8.3,8.3,22.7,73.2,11.0,20.0
2024-02,ACREÚNA,Acreúna - Juizado Especial Criminal,7,0.0,16.6,16.6,-9.6,137.1,20.2,-13.2
2024-03,ACREÚNA,Acreúna - Juizado Especial Criminal,3,8.0,8.4,8.4,-5.4,180.0,14.1,-11.1
2024-04,ACREÚNA,Acreúna - Juizado Especial Criminal,10,4.0,6.4,6.4,3.6,36.0,12.0,-2.0
2024-05,ACREÚNA,Acreúna - Juizado Especial Criminal,3,6.0,10.9,10.9,-7.9,263.3,10.3,-7.3
2024-06,ACREÚNA,Acreúna - Juizado Especial Criminal,9,1.0,7.7,7.7,1.3,14.4,8.7,0.3
2024-07,ACREÚNA,Acreúna - Juizado Especial Criminal,5,6.0,10.2,10.2,-5.2,104.0,9.4,-4.4
2024-08,ACREÚNA,Acreúna - Juizado Especial Criminal,6,3.0,8.6,8.6,-2.6,43.3,7.1,-1.1
2024-09,ACREÚNA,Acreúna - Juizado Especial Criminal,15,30.0,12.3,12.3,2.7,18.0,8.3,6.7
2024-10,ACREÚNA,Acreúna - Juizado Especial Criminal,13,7.0,10.2,10.2,2.8,21.5,11.0,2.0
2024-11,ACREÚNA,Acreúna - Juizado Especial Criminal,11,17.0,10.7,10.7,0.3,2.7,12.2,-1.2
2024-12,ACREÚNA,Acreúna - Juizado Especial Criminal,3,9.0,11.0,11.0,-8.0,266.7,11.4,-8.4
2024-01,ACREÚNA,Acreúna - Juizado Especial Cível,2,2.0,8.2,8.2,-6.2,310.0,8.7,-6.7
2024-02,ACREÚNA,Acreúna - Juizado Especial Cível,12,6.0,6.0,6.0,6.0,50.0,6.4,5.6
2024-03,ACREÚNA,Acreúna - Juizado Especial Cível,24,11.0,9.8,9.8,14.2,59.2,12.9,11.1
2024-04,ACREÚNA,Acreúna - Juizado Especial Cível,11,7.0,11.4,11.4,-0.4,3.6,16.9,-5.9
2024-05,ACREÚNA,Acreúna - Juizado Especial Cível,7,13.0,12.2,12.2,-5.2,74.3,12.5,-5.5
2024-06,ACREÚNA,Acreúna - Juizado Especial Cível,5,8.0,11.2,11.2,-6.2,124.0,11.4,-6.4
2024-07,ACREÚNA,Acreúna - Juizado Especial Cível,7,6.0,8.3,8.3,-1.3,18.6,9.3,-2.3
2024-08,ACREÚNA,Acreúna - Juizado Especial Cível,6,4.0,10.6,10.6,-4.6,76.7,8.9,-2.9
2024-09,ACREÚNA,Acreúna - Juizado Especial Cível,5,11.0,10.6,10.6,-5.6,112.0,8.7,-3.7
2024-10,ACREÚNA,Acreúna - Juizado Especial Cível,12,8.0,8.1,8.1,3.9,32.5,7.3,4.7
2024-11,ACREÚNA,Acreúna - Juizado Especial Cível,11,7.0,8.3,8.3,2.7,24.5,12.8,-1.8
2024-12,ACREÚNA,Acreúna - Juizado Especial Cível,9,8.0,7.6,7.6,1.4,15.6,9.4,-0.4
2024-01,ACREÚNA,Acreúna - Juizado das Fazendas Públicas,1,0.0,1.9,1.9,-0.9,90.0,1.7,-0.7
2024-02,ACREÚNA,Acreúna - Juizado das Fazendas Públicas,0,1.0,3.2,3.2,-3.2,,1.8,-1.8
2024-03,ACREÚNA,Acreúna - Juizado das Fazendas Públicas,0,0.0,2.6,2.6,-2.6,,1.5,-1.5
2024-04,ACREÚNA,Acreúna - Juizado das Fazendas Públicas,1,0.0,2.4,2.4,-1.4,140.0,1.4,-0.4
2024-05,ACREÚNA,Acreúna - Juizado das Fazendas Públicas,1,0.0,3.4,3.4,-2.4,240.0,1.6,-0.6
2024-06,ACREÚNA,Acreúna - Juizado das Fazendas Públicas,0,1.0,4.3,4.3,-4.3,,1.7,-1.7
2024-07,ACREÚNA,Acreúna - Juizado das Fazendas Públicas,0,0.0,2.4,2.4,-2.4,,1.5,-1.5
2024-08,ACREÚNA,Acreúna - Juizado das Fazendas Públicas,1,0.0,3.8,3.8,-2.8,280.0,1.3,-0.3
2024-09,ACREÚNA,Acreúna - Juizado das Fazendas Públicas,0,0.0,3.6,3.6,-3.6,,1.5,-1.5
2024-10,ACREÚNA,Acreúna - Juizado das Fazendas Públicas,1,1.0,2.0,2.0,-1.0,100.0,1.3,-0.3
2024-11,ACREÚNA,Acreúna - Juizado das Fazendas Públicas,0,1.0,1.5,1.5,-1.5,,1.6,-1.6
2024-12,ACREÚNA,Acreúna - Juizado das Fazendas Públicas,1,1.0,0.1,0.1,0.9,90.0,1.3,-0.3
2024-01,ACREÚNA,Acreúna - Pai Presente,0,0.0,1.1,1.1,-1.1,,1.4,-1.4
2024-02,ACREÚNA,Acreúna - Pai Presente,1,2.0,2.6,2.6,-1.6,160.0,1.4,-0.4
2024-03,ACREÚNA,Acreúna - Pai Presente,1,1.0,2.9,2.9,-1.9,190.0,1.6,-0.6
2024-04,ACREÚNA,Acreúna - Pai Presente,0,1.0,2.8,2.8,-2.8,,1.7,-1.7
2024-05,ACREÚNA,Acreúna - Pai Presente,1,0.0,3.3,3.3,-2.3,230.0,1.5,-0.5
2024-06,ACREÚNA,Acreúna - Pai Presente,0,1.0,4.4,4.4,-4.4,,1.7,-1.7
2024-07,ACREÚNA,Acreúna - Pai Presente,0,0.0,2.2,2.2,-2.2,,1.3,-1.3
2024-08,ACREÚNA,Acreúna - Pai Presente,0,1.0,3.9,3.9,-3.9,,1.3,-1.3
2024-09,ACREÚNA,Acreúna - Pai Presente,0,2.0,3.7,3.7,-3.7,,1.2,-1.2
2024-10,ACREÚNA,Acreúna - Pai Presente,0,0.0,2.0,2.0,-2.0,,1.2,-1.2
2024-11,ACREÚNA,Acreúna - Pai Presente,0,1.0,1.1,1.1,-1.1,,1.2,-1.2
2024-12,ACREÚNA,Acreúna - Pai Presente,0,0.0,0.1,0.1,-0.1,,1.2,-1.2
2024-01,ACREÚNA,Acreúna - Vara Criminal,39,20.0,31.5,31.5,7.5,19.2,30.1,8.9
2024-02,ACREÚNA,Acreúna - Vara Criminal,23,31.0,35.4,35.4,-12.4,53.9,35.4,-12.4
2024-03,ACREÚNA,Acreúna - Vara Criminal,31,28.0,29.0,29.0,2.0,6.5,31.5,-0.5
2024-04,ACREÚNA,Acreúna - Vara Criminal,53,27.0,30.9,30.9,22.1,41.7,30.3,22.7
2024-05,ACREÚNA,Acreúna - Vara Criminal,29,40.0,36.7,36.7,-7.7,26.6,38.4,-9.4
2024-06,ACREÚNA,Acreúna - Vara Criminal,37,27.0,31.3,31.3,5.7,15.4,33.9,3.1
2024-07,ACREÚNA,Acreúna - Vara Criminal,33,30.0,35.5,35.5,-2.5,7.6,35.1,-2.1
2024-08,ACREÚNA,Acreúna - Vara Criminal,39,28.0,34.9,34.9,4.1,10.5,32.6,6.4
2024-09,ACREÚNA,Acreúna - Vara Criminal,32,30.0,39.1,39.1,-7.1,22.2,34.9,-2.9
2024-10,ACREÚNA,Acreúna - Vara Criminal,30,27.0,34.6,34.6,-4.6,15.3,33.3,-3.3
2024-11,ACREÚNA,Acreúna - Vara Criminal,44,30.0,32.4,32.4,11.6,26.4,30.7,13.3
2024-12,ACREÚNA,Acreúna - Vara Criminal,33,41.0,35.9,35.9,-2.9,8.8,31.4,1.6
2024-01,ACREÚNA,Acreúna - Vara Cível,9,6.0,9.4,9.4,-0.4,4.4,10.1,-1.1
2024-02,ACREÚNA,Acreúna - Vara Cível,10,14.0,10.6,10.6,-0.6,6.0,9.9,0.1
2024-03,ACREÚNA,Acreúna - Vara Cível,13,14.0,12.4,12.4,0.6,4.6,10.5,2.5
2024-04,ACREÚNA,Acreúna - Vara Cível,11,15.0,13.0,13.0,-2.0,18.2,12.5,-1.5
2024-05,ACREÚNA,Acreúna - Vara Cível,24,7.0,12.7,12.7,11.3,47.1,11.3,12.7
2024-06,ACREÚNA,Acreúna - Vara Cível,23,8.0,17.1,17.1,5.9,25.7,16.6,6.4
2024-07,ACREÚNA,Acreúna - Vara Cível,15,9.0,16.3,16.3,-1.3,8.7,19.8,-4.8
2024-08,ACREÚNA,Acreúna - Vara Cível,14,9.0,18.1,18.1,-4.1,29.3,17.8,-3.8
2024-09,ACREÚNA,Acreúna - Vara Cível,11,5.0,16.3,16.3,-5.3,48.2,15.4,-4.4
2024-10,ACREÚNA,Acreúna - Vara Cível,10,13.0,14.1,14.1,-4.1,41.0,13.5,-3.5
2024-11,ACREÚNA,Acreúna - Vara Cível,9,6.0,11.9,11.9,-2.9,32.2,12.6,-3.6
2024-12,ACREÚNA,Acreúna - Vara Cível,7,10.0,10.6,10.6,-3.6,51.4,10.8,-3.8
2024-01,ACREÚNA,Acreúna - Vara da Infância e Juventude Cível,2,1.0,1.3,1.3,0.7,35.0,1.8,0.2
2024-02,ACREÚNA,Acreúna - Vara da Infância e Juventude Cível,0,1.0,3.4,3.4,-3.4,,2.6,-2.6
2024-03,ACREÚNA,Acreúna - Vara da Infância e Juventude Cível,2,1.0,2.5,2.5,-0.5,25.0,1.7,0.3
2024-04,ACREÚNA,Acreúna - Vara da Infância e Juventude Cível,1,1.0,3.4,3.4,-2.4,240.0,2.3,-1.3
2024-05,ACREÚNA,Acreúna - Vara da Infância e Juventude Cível,1,2.0,3.8,3.8,-2.8,280.0,1.9,-0.9
2024-06,ACREÚNA,Acreúna - Vara da Infância e Juventude Cível,0,1.0,4.8,4.8,-4.8,,2.0,-2.0
2024-07,ACREÚNA,Acreúna - Vara da Infância e Juventude Cível,0,0.0,2.5,2.5,-2.5,,1.7,-1.7
2024-08,ACREÚNA,Acreúna - Vara da Infância e Juventude Cível,1,3.0,4.2,4.2,-3.2,320.0,1.4,-0.4
2024-09,ACREÚNA,Acreúna - Vara da Infância e Juventude Cível,1,0.0,3.7,3.7,-2.7,270.0,1.6,-0.6
2024-10,ACREÚNA,Acreúna - Vara da Infância e Juventude Cível,3,1.0,2.5,2.5,0.5,16.7,1.7,1.3
2024-11,ACREÚNA,Acreúna - Vara da Infância e Juventude Cível,2,3.0,2.5,2.5,-0.5,25.0,2.7,-0.7
2024-12,ACREÚNA,Acreúna - Vara da Infância e Juventude Cível,5,0.0,1.1,1.1,3.9,78.0,2.9,2.1
2024-01,ACREÚNA,Acreúna - Vara da Infância e Juventude Infracional,6,0.0,3.0,3.0,3.0,50.0,4.2,1.8
2024-02,ACREÚNA,Acreúna - Vara da Infância e Juventude Infracional,1,0.0,6.4,6.4,-5.4,540.0,6.2,-5.2
