ANO_MES,COMARCA,SERVENTIA,novos_casos,previsto_m3_lgbm,erro_lgbm
2025-01,ABADIÂNIA,Abadiânia - Execução Penal/EXECPENWEB,0,0.8,-0.8
2025-02,ABADIÂNIA,Abadiânia - Execução Penal/EXECPENWEB,0,0.8,-0.8
2025-03,ABADIÂNIA,Abadiânia - Execução Penal/EXECPENWEB,0,0.8,-0.8
2025-04,ABADIÂNIA,Abadiânia - Execução Penal/EXECPENWEB,0,0.8,-0.8
2025-05,ABADIÂNIA,Abadiânia - Execução Penal/EXECPENWEB,0,0.8,-0.8
2025-06,ABADIÂNIA,Abadiânia - Execução Penal/EXECPENWEB,0,0.8,-0.8
2025-07,ABADIÂNIA,Abadiânia - Execução Penal/EXECPENWEB,0,0.8,-0.8
2025-08,ABADIÂNIA,Abadiânia - Execução Penal/EXECPENWEB,0,0.8,-0.8
2025-09,ABADIÂNIA,Abadiânia - Execução Penal/EXECPENWEB,0,0.8,-0.8
2025-10,ABADIÂNIA,Abadiânia - Execução Penal/EXECPENWEB,0,0.8,-0.8
2025-11,ABADIÂNIA,Abadiânia - Execução Penal/EXECPENWEB,0,0.8,-0.8
2025-12,ABADIÂNIA,Abadiânia - Execução Penal/EXECPENWEB,0,0.8,-0.8
2025-01,ABADIÂNIA,Abadiânia - Juizado Especial Criminal,4,12.8,-8.8
2025-02,ABADIÂNIA,Abadiânia - Juizado Especial Criminal,8,12.2,-4.2
2025-03,ABADIÂNIA,Abadiânia - Juizado Especial Criminal,6,10.4,-4.4
2025-04,ABADIÂNIA,Abadiânia - Juizado Especial Criminal,17,8.5,8.5
2025-05,ABADIÂNIA,Abadiânia - Juizado Especial Criminal,12,12.0,0.0
2025-06,ABADIÂNIA,Abadiânia - Juizado Especial Criminal,14,12.2,1.8
2025-07,ABADIÂNIA,Abadiânia - Juizado Especial Criminal,4,12.7,-8.7
2025-08,ABADIÂNIA,Abadiânia - Juizado Especial Criminal,14,9.9,4.1
2025-09,ABADIÂNIA,Abadiânia - Juizado Especial Criminal,9,11.9,-2.9
2025-10,ABADIÂNIA,Abadiânia - Juizado Especial Criminal,5,9.8,-4.8
2025-11,ABADIÂNIA,Abadiânia - Juizado Especial Criminal,6,9.4,-3.4
2025-12,ABADIÂNIA,Abadiânia - Juizado Especial Criminal,8,8.4,-0.4
2025-01,ABADIÂNIA,Abadiânia - Juizado Especial Cível,29,14.0,15.0
2025-02,ABADIÂNIA,Abadiânia - Juizado Especial Cível,48,20.4,27.6
2025-03,ABADIÂNIA,Abadiânia - Juizado Especial Cível,38,35.1,2.9
2025-04,ABADIÂNIA,Abadiânia - Juizado Especial Cível,46,34.1,11.9
2025-05,ABADIÂNIA,Abadiânia - Juizado Especial Cível,61,37.0,24.0
2025-06,ABADIÂNIA,Abadiânia - Juizado Especial Cível,35,46.8,-11.8
2025-07,ABADIÂNIA,Abadiânia - Juizado Especial Cível,45,39.9,5.1
2025-08,ABADIÂNIA,Abadiânia - Juizado Especial Cível,63,41.0,22.0
2025-09,ABADIÂNIA,Abadiânia - Juizado Especial Cível,56,47.4,8.6
2025-10,ABADIÂNIA,Abadiânia - Juizado Especial Cível,98,48.1,49.9
2025-11,ABADIÂNIA,Abadiânia - Juizado Especial Cível,52,67.7,-15.7
2025-12,ABADIÂNIA,Abadiânia - Juizado Especial Cível,60,50.3,9.7
2025-01,ABADIÂNIA,Abadiânia - Juizado das Fazendas Públicas,3,0.9,2.1
2025-02,ABADIÂNIA,Abadiânia - Juizado das Fazendas Públicas,0,1.9,-1.9
2025-03,ABADIÂNIA,Abadiânia - Juizado das Fazendas Públicas,1,1.3,-0.3
2025-04,ABADIÂNIA,Abadiânia - Juizado das Fazendas Públicas,1,1.5,-0.5
2025-05,ABADIÂNIA,Abadiânia - Juizado das Fazendas Públicas,1,1.4,-0.4
2025-06,ABADIÂNIA,Abadiânia - Juizado das Fazendas Públicas,8,1.4,6.6
2025-07,ABADIÂNIA,Abadiânia - Juizado das Fazendas Públicas,2,4.9,-2.9
2025-08,ABADIÂNIA,Abadiânia - Juizado das Fazendas Públicas,2,3.7,-1.7
2025-09,ABADIÂNIA,Abadiânia - Juizado das Fazendas Públicas,5,4.0,1.0
2025-10,ABADIÂNIA,Abadiânia - Juizado das Fazendas Públicas,3,3.9,-0.9
2025-11,ABADIÂNIA,Abadiânia - Juizado das Fazendas Públicas,8,3.8,4.2
2025-12,ABADIÂNIA,Abadiânia - Juizado das Fazendas Públicas,3,6.2,-3.2
2025-01,ABADIÂNIA,Abadiânia - Vara Criminal,18,20.2,-2.2
2025-02,ABADIÂNIA,Abadiânia - Vara Criminal,23,21.1,1.9
2025-03,ABADIÂNIA,Abadiânia - Vara Criminal,17,22.4,-5.4
2025-04,ABADIÂNIA,Abadiânia - Vara Criminal,22,20.6,1.4
2025-05,ABADIÂNIA,Abadiânia - Vara Criminal,22,21.3,0.7
2025-06,ABADIÂNIA,Abadiânia - Vara Criminal,27,20.9,6.1
2025-07,ABADIÂNIA,Abadiânia - Vara Criminal,10,23.0,-13.0
2025-08,ABADIÂNIA,Abadiânia - Vara Criminal,25,20.0,5.0
2025-09,ABADIÂNIA,Abadiânia - Vara Criminal,28,22.3,5.7
2025-10,ABADIÂNIA,Abadiânia - Vara Criminal,28,23.0,5.0
2025-11,ABADIÂNIA,Abadiânia - Vara Criminal,18,24.5,-6.5
2025-12,ABADIÂNIA,Abadiânia - Vara Criminal,13,19.3,-6.3
2025-01,ABADIÂNIA,Abadiânia - Vara Cível,47,11.6,35.4
2025-02,ABADIÂNIA,Abadiânia - Vara Cível,29,28.9,0.1
2025-03,ABADIÂNIA,Abadiânia - Vara Cível,22,27.3,-5.3
2025-04,ABADIÂNIA,Abadiânia - Vara Cível,30,25.4,4.6
2025-05,ABADIÂNIA,Abadiânia - Vara Cível,34,24.8,9.2
2025-06,ABADIÂNIA,Abadiânia - Vara Cível,50,28.9,21.1
2025-07,ABADIÂNIA,Abadiânia - Vara Cível,36,36.7,-0.7
2025-08,ABADIÂNIA,Abadiânia - Vara Cível,34,35.3,-1.3
2025-09,ABADIÂNIA,Abadiânia - Vara Cível,25,33.8,-8.8
2025-10,ABADIÂNIA,Abadiânia - Vara Cível,39,30.1,8.9
2025-11,ABADIÂNIA,Abadiânia - Vara Cível,30,31.9,-1.9
2025-12,ABADIÂNIA,Abadiânia - Vara Cível,30,29.2,0.8
2025-01,ABADIÂNIA,Abadiânia - Vara da Infância e Juventude Cível,0,1.2,-1.2
2025-02,ABADIÂNIA,Abadiânia - Vara da Infância e Juventude Cível,3,0.9,2.1
2025-03,ABADIÂNIA,Abadiânia - Vara da Infância e Juventude Cível,2,1.8,0.2
2025-04,ABADIÂNIA,Abadiânia - Vara da Infância e Juventude Cível,1,2.2,-1.2
2025-05,ABADIÂNIA,Abadiânia - Vara da Infância e Juventude Cível,2,2.1,-0.1
2025-06,ABADIÂNIA,Abadiânia - Vara da Infância e Juventude Cível,1,2.3,-1.3
2025-07,ABADIÂNIA,Abadiânia - Vara da Infância e Juventude Cível,0,1.7,-1.7
2025-08,ABADIÂNIA,Abadiânia - Vara da Infância e Juventude Cível,1,1.4,-0.4
2025-09,ABADIÂNIA,Abadiânia - Vara da Infância e Juventude Cível,2,1.4,0.6
2025-10,ABADIÂNIA,Abadiânia - Vara da Infância e Juventude Cível,1,1.7,-0.7
2025-11,ABADIÂNIA,Abadiânia - Vara da Infância e Juventude Cível,1,1.5,-0.5
2025-12,ABADIÂNIA,Abadiânia - Vara da Infância e Juventude Cível,4,1.5,2.5
2025-01,ABADIÂNIA,Abadiânia - Vara da Infância e Juventude Infracional,1,0.9,0.1
2025-02,ABADIÂNIA,Abadiânia - Vara da Infância e Juventude Infracional,2,1.3,0.7
2025-03,ABADIÂNIA,Abadiânia - Vara da Infância e Juventude Infracional,0,1.7,-1.7
2025-04,ABADIÂNIA,Abadiânia - Vara da Infância e Juventude Infracional,0,1.3,-1.3
2025-05,ABADIÂNIA,Abadiânia - Vara da Infância e Juventude Infracional,0,1.3,-1.3
2025-06,ABADIÂNIA,Abadiânia - Vara da Infância e Juventude Infracional,4,0.9,3.1
2025-07,ABADIÂNIA,Abadiânia - Vara da Infância e Juventude Infracional,0,2.1,-2.1
2025-08,ABADIÂNIA,Abadiânia - Vara da Infância e Juventude Infracional,2,1.4,0.6
2025-09,ABADIÂNIA,Abadiânia - Vara da Infância e Juventude Infracional,1,2.4,-1.4
2025-10,ABADIÂNIA,Abadiânia - Vara da Infância e Juventude Infracional,1,1.4,-0.4
2025-11,ABADIÂNIA,Abadiânia - Vara da Infância e Juventude Infracional,1,1.7,-0.7
2025-12,ABADIÂNIA,Abadiânia - Vara da Infância e Juventude Infracional,0,1.6,-1.6
2025-01,ABADIÂNIA,Abadiânia - Vara das Fazendas Públicas,21,3.7,17.3
2025-02,ABADIÂNIA,Abadiânia - Vara das Fazendas Públicas,7,10.9,-3.9
2025-03,ABADIÂNIA,Abadiânia - Vara das Fazendas Públicas,12,9.4,2.6
2025-04,ABADIÂNIA,Abadiânia - Vara das Fazendas Públicas,7,11.4,-4.4
2025-05,ABADIÂNIA,Abadiânia - Vara das Fazendas Públicas,9,8.6,0.4
2025-06,ABADIÂNIA,Abadiânia - Vara das Fazendas Públicas,6,8.9,-2.9
2025-07,ABADIÂNIA,Abadiânia - Vara das Fazendas Públicas,2,8.1,-6.1
2025-08,ABADIÂNIA,Abadiânia - Vara das Fazendas Públicas,6,6.1,-0.1
2025-09,ABADIÂNIA,Abadiânia - Vara das Fazendas Públicas,5,6.5,-1.5
2025-10,ABADIÂNIA,Abadiânia - Vara das Fazendas Públicas,5,5.7,-0.7
2025-11,ABADIÂNIA,Abadiânia - Vara das Fazendas Públicas,5,6.5,-1.5
2025-12,ABADIÂNIA,Abadiânia - Vara das Fazendas Públicas,7,6.0,1.0
2025-01,ABADIÂNIA,Abadiânia - Vara de Família e Sucessões,17,9.4,7.6
2025-02,ABADIÂNIA,Abadiânia - Vara de Família e Sucessões,18,13.6,4.4
2025-03,ABADIÂNIA,Abadiânia - Vara de Família e Sucessões,22,15.0,7.0
2025-04,ABADIÂNIA,Abadiânia - Vara de Família e Sucessões,19,18.5,0.5
2025-05,ABADIÂNIA,Abadiânia - Vara de Família e Sucessões,22,18.9,3.1
2025-06,ABADIÂNIA,Abadiânia - Vara de Família e Sucessões,14,19.6,-5.6
2025-07,ABADIÂNIA,Abadiânia - Vara de Família e Sucessões,23,17.2,5.8
2025-08,ABADIÂNIA,Abadiânia - Vara de Família e Sucessões,21,19.7,1.3
2025-09,ABADIÂNIA,Abadiânia - Vara de Família e Sucessões,24,20.9,3.1
2025-10,ABADIÂNIA,Abadiânia - Vara de Família e Sucessões,26,21.5,4.5
2025-11,ABADIÂNIA,Abadiânia - Vara de Família e Sucessões,21,21.4,-0.4
2025-12,ABADIÂNIA,Abadiânia - Vara de Família e Sucessões,19,19.0,0.0
2025-01,ACREÚNA,Acreúna - Execução Penal/EXECPENWEB,0,0.8,-0.8
2025-02,ACREÚNA,Acreúna - Execução Penal/EXECPENWEB,0,0.8,-0.8
2025-03,ACREÚNA,Acreúna - Execução Penal/EXECPENWEB,0,0.8,-0.8
2025-04,ACREÚNA,Acreúna - Execução Penal/EXECPENWEB,0,0.8,-0.8
2025-05,ACREÚNA,Acreúna - Execução Penal/EXECPENWEB,0,0.8,-0.8
2025-06,ACREÚNA,Acreúna - Execução Penal/EXECPENWEB,0,0.8,-0.8
2025-07,ACREÚNA,Acreúna - Execução Penal/EXECPENWEB,0,0.8,-0.8
2025-08,ACREÚNA,Acreúna - Execução Penal/EXECPENWEB,0,0.8,-0.8
2025-09,ACREÚNA,Acreúna - Execução Penal/EXECPENWEB,0,0.8,-0.8
2025-10,ACREÚNA,Acreúna - Execução Penal/EXECPENWEB,0,0.8,-0.8
2025-11,ACREÚNA,Acreúna - Execução Penal/EXECPENWEB,0,0.8,-0.8
2025-12,ACREÚNA,Acreúna - Execução Penal/EXECPENWEB,0,0.8,-0.8
2025-01,ACREÚNA,Acreúna - Juizado Especial Criminal,3,8.9,-5.9
2025-02,ACREÚNA,Acreúna - Juizado Especial Criminal,16,6.7,9.3
2025-03,ACREÚNA,Acreúna - Juizado Especial Criminal,4,10.8,-6.8
2025-04,ACREÚNA,Acreúna - Juizado Especial Criminal,8,8.1,-0.1
2025-05,ACREÚNA,Acreúna - Juizado Especial Criminal,8,8.4,-0.4
2025-06,ACREÚNA,Acreúna - Juizado Especial Criminal,3,7.8,-4.8
2025-07,ACREÚNA,Acreúna - Juizado Especial Criminal,7,7.0,0.0
2025-08,ACREÚNA,Acreúna - Juizado Especial Criminal,7,7.4,-0.4
2025-09,ACREÚNA,Acreúna - Juizado Especial Criminal,3,7.1,-4.1
2025-10,ACREÚNA,Acreúna - Juizado Especial Criminal,2,6.4,-4.4
2025-11,ACREÚNA,Acreúna - Juizado Especial Criminal,7,5.8,1.2
2025-12,ACREÚNA,Acreúna - Juizado Especial Criminal,3,6.2,-3.2
2025-01,ACREÚNA,Acreúna - Juizado Especial Cível,41,9.8,31.2
2025-02,ACREÚNA,Acreúna - Juizado Especial Cível,30,27.3,2.7
2025-03,ACREÚNA,Acreúna - Juizado Especial Cível,26,25.8,0.2
2025-04,ACREÚNA,Acreúna - Juizado Especial Cível,29,28.1,0.9
2025-05,ACREÚNA,Acreúna - Juizado Especial Cível,48,26.9,21.1
2025-06,ACREÚNA,Acreúna - Juizado Especial Cível,65,36.4,28.6
2025-07,ACREÚNA,Acreúna - Juizado Especial Cível,34,47.2,-13.2
2025-08,ACREÚNA,Acreúna - Juizado Especial Cível,33,40.4,-7.4
2025-09,ACREÚNA,Acreúna - Juizado Especial Cível,53,36.4,16.6
2025-10,ACREÚNA,Acreúna - Juizado Especial Cível,47,38.5,8.5
2025-11,ACREÚNA,Acreúna - Juizado Especial Cível,46,40.4,5.6
2025-12,ACREÚNA,Acreúna - Juizado Especial Cível,50,37.8,12.2
2025-01,ACREÚNA,Acreúna - Juizado das Fazendas Públicas,0,1.3,-1.3
2025-02,ACREÚNA,Acreúna - Juizado das Fazendas Públicas,23,1.0,22.0
2025-03,ACREÚNA,Acreúna - Juizado das Fazendas Públicas,1,11.3,-10.3
2025-04,ACREÚNA,Acreúna - Juizado das Fazendas Públicas,1,6.2,-5.2
2025-05,ACREÚNA,Acreúna - Juizado das Fazendas Públicas,7,5.6,1.4
2025-06,ACREÚNA,Acreúna - Juizado das Fazendas Públicas,0,4.3,-4.3
2025-07,ACREÚNA,Acreúna - Juizado das Fazendas Públicas,0,2.9,-2.9
2025-08,ACREÚNA,Acreúna - Juizado das Fazendas Públicas,1,2.7,-1.7
2025-09,ACREÚNA,Acreúna - Juizado das Fazendas Públicas,5,1.5,3.5
2025-10,ACREÚNA,Acreúna - Juizado das Fazendas Públicas,9,3.6,5.4
2025-11,ACREÚNA,Acreúna - Juizado das Fazendas Públicas,15,6.0,9.0
2025-12,ACREÚNA,Acreúna - Juizado das Fazendas Públicas,2,9.1,-7.1
2025-01,ACREÚNA,Acreúna - Pai Presente,0,0.8,-0.8
2025-02,ACREÚNA,Acreúna - Pai Presente,0,0.8,-0.8
2025-03,ACREÚNA,Acreúna - Pai Presente,0,0.8,-0.8
2025-04,ACREÚNA,Acreúna - Pai Presente,0,0.8,-0.8
2025-05,ACREÚNA,Acreúna - Pai Presente,0,0.8,-0.8
2025-06,ACREÚNA,Acreúna - Pai Presente,0,0.8,-0.8
2025-07,ACREÚNA,Acreúna - Pai Presente,1,0.8,0.2
2025-08,ACREÚNA,Acreúna - Pai Presente,0,1.0,-1.0
2025-09,ACREÚNA,Acreúna - Pai Presente,0,0.9,-0.9
2025-10,ACREÚNA,Acreúna - Pai Presente,0,0.9,-0.9
2025-11,ACREÚNA,Acreúna - Pai Presente,0,0.8,-0.8
2025-12,ACREÚNA,Acreúna - Pai Presente,0,0.8,-0.8
2025-01,ACREÚNA,Acreúna - Vara Criminal,34,34.7,-0.7
2025-02,ACREÚNA,Acreúna - Vara Criminal,34,34.3,-0.3
2025-03,ACREÚNA,Acreúna - Vara Criminal,28,34.1,-6.1
2025-04,ACREÚNA,Acreúna - Vara Criminal,36,31.8,4.2
2025-05,ACREÚNA,Acreúna - Vara Criminal,23,32.9,-9.9
2025-06,ACREÚNA,Acreúna - Vara Criminal,27,29.1,-2.1
2025-07,ACREÚNA,Acreúna - Vara Criminal,44,29.0,15.0
2025-08,ACREÚNA,Acreúna - Vara Criminal,36,34.3,1.7
2025-09,ACREÚNA,Acreúna - Vara Criminal,32,35.9,-3.9
2025-10,ACREÚNA,Acreúna - Vara Criminal,27,33.5,-6.5
2025-11,ACREÚNA,Acreúna - Vara Criminal,29,30.0,-1.0
2025-12,ACREÚNA,Acreúna - Vara Criminal,40,26.8,13.2
2025-01,ACREÚNA,Acreúna - Vara Cível,49,9.5,39.5
2025-02,ACREÚNA,Acreúna - Vara Cível,64,29.6,34.4
2025-03,ACREÚNA,Acreúna - Vara Cível,36,40.9,-4.9
2025-04,ACREÚNA,Acreúna - Vara Cível,46,38.4,7.6
2025-05,ACREÚNA,Acreúna - Vara Cível,69,39.3,29.7
2025-06,ACREÚNA,Acreúna - Vara Cível,70,52.8,17.2
2025-07,ACREÚNA,Acreúna - Vara Cível,56,79.1,-23.1
2025-08,ACREÚNA,Acreúna - Vara Cível,60,53.6,6.4
2025-09,ACREÚNA,Acreúna - Vara Cível,48,53.1,-5.1
2025-10,ACREÚNA,Acreúna - Vara Cível,61,49.8,11.2
2025-11,ACREÚNA,Acreúna - Vara Cível,69,52.3,16.7
2025-12,ACREÚNA,Acreúna - Vara Cível,52,52.4,-0.4
2025-01,ACREÚNA,Acreúna - Vara da Infância e Juventude Cível,0,4.4,-4.4
2025-02,ACREÚNA,Acreúna - Vara da Infância e Juventude Cível,1,2.5,-1.5
2025-03,ACREÚNA,Acreúna - Vara da Infância e Juventude Cível,1,2.6,-1.6
2025-04,ACREÚNA,Acreúna - Vara da Infância e Juventude Cível,1,2.0,-1.0
2025-05,ACREÚNA,Acreúna - Vara da Infância e Juventude Cível,3,1.7,1.3
2025-06,ACREÚNA,Acreúna - Vara da Infância e Juventude Cível,3,2.7,0.3
2025-07,ACREÚNA,Acreúna - Vara da Infância e Juventude Cível,4,2.7,1.3
2025-08,ACREÚNA,Acreúna - Vara da Infância e Juventude Cível,1,4.0,-3.0
2025-09,ACREÚNA,Acreúna - Vara da Infância e Juventude Cível,4,2.8,1.2
2025-10,ACREÚNA,Acreúna - Vara da Infância e Juventude Cível,3,3.6,-0.6
2025-11,ACREÚNA,Acreúna - Vara da Infância e Juventude Cível,2,3.2,-1.2
2025-12,ACREÚNA,Acreúna - Vara da Infância e Juventude Cível,1,3.3,-2.3
2025-01,ACREÚNA,Acreúna - Vara da Infância e Juventude Infracional,0,2.8,-2.8
2025-02,ACREÚNA,Acreúna - Vara da Infância e Juventude Infracional,3,2.0,1.0
2025-03,ACREÚNA,Acreúna - Vara da Infância e Juventude Infracional,3,2.9,0.1
2025-04,ACREÚNA,Acreúna - Vara da Infância e Juventude Infracional,2,3.1,-1.1
2025-05,ACREÚNA,Acreúna - Vara da Infância e Juventude Infracional,7,3.1,3.9
2025-06,ACREÚNA,Acreúna - Vara da Infância e Juventude Infracional,6,4.9,1.1
2025-07,ACREÚNA,Acreúna - Vara da Infância e Juventude Infracional,3,5.3,-2.3
2025-08,ACREÚNA,Acreúna - Vara da Infância e Juventude Infracional,2,5.0,-3.0
2025-09,ACREÚNA,Acreúna - Vara da Infância e Juventude Infracional,7,3.8,3.2
2025-10,ACREÚNA,Acreúna - Vara da Infância e Juventude Infracional,0,5.1,-5.1
2025-11,ACREÚNA,Acreúna - Vara da Infância e Juventude Infracional,1,3.0,-2.0
2025-12,ACREÚNA,Acreúna - Vara da Infância e Juventude Infracional,2,2.9,-0.9
2025-01,ACREÚNA,Acreúna - Vara das Fazendas Públicas,25,22.3,2.7
2025-02,ACREÚNA,Acreúna - Vara das Fazendas Públicas,29,21.2,7.8
2025-03,ACREÚNA,Acreúna - Vara das Fazendas Públicas,26,24.5,1.5
2025-04,ACREÚNA,Acreúna - Vara das Fazendas Públicas,24,24.7,-0.7
2025-05,ACREÚNA,Acreúna - Vara das Fazendas Públicas,29,24.2,4.8
2025-06,ACREÚNA,Acreúna - Vara das Fazendas Públicas,49,24.5,24.5
2025-07,ACREÚNA,Acreúna - Vara das Fazendas Públicas,44,35.1,8.9
2025-08,ACREÚNA,Acreúna - Vara das Fazendas Públicas,60,37.2,22.8
2025-09,ACREÚNA,Acreúna - Vara das Fazendas Públicas,49,46.4,2.6
2025-10,ACREÚNA,Acreúna - Vara das Fazendas Públicas,61,44.4,16.6
2025-11,ACREÚNA,Acreúna - Vara das Fazendas Públicas,31,44.6,-13.6
2025-12,ACREÚNA,Acreúna - Vara das Fazendas Públicas,45,31.7,13.3
2025-01,ACREÚNA,Acreúna - Vara de Família e Sucessões,18,13.2,4.8
2025-02,ACREÚNA,Acreúna - Vara de Família e Sucessões,25,15.3,9.7
2025-03,ACREÚNA,Acreúna - Vara de Família e Sucessões,33,18.3,14.7
2025-04,ACREÚNA,Acreúna - Vara de Família e Sucessões,19,24.5,-5.5
2025-05,ACREÚNA,Acreúna - Vara de Família e Sucessões,29,22.2,6.8
2025-06,ACREÚNA,Acreúna - Vara de Família e Sucessões,30,23.5,6.5
2025-07,ACREÚNA,Acreúna - Vara de Família e Sucessões,16,24.9,-8.9
2025-08,ACREÚNA,Acreúna - Vara de Família e Sucessões,39,22.5,16.5
2025-09,ACREÚNA,Acreúna - Vara de Família e Sucessões,19,29.6,-10.6
2025-10,ACREÚNA,Acreúna - Vara de Família e Sucessões,20,24.6,-4.6
2025-11,ACREÚNA,Acreúna - Vara de Família e Sucessões,25,23.1,1.9
2025-12,ACREÚNA,Acreúna - Vara de Família e Sucessões,22,21.5,0.5
2025-01,ALEXÂNIA,Alexânia - 1ª Vara Cível,11,8.8,2.2
2025-02,ALEXÂNIA,Alexânia - 1ª Vara Cível,20,9.4,10.6
2025-03,ALEXÂNIA,Alexânia - 1ª Vara Cível,14,14.0,0.0
2025-04,ALEXÂNIA,Alexânia - 1ª Vara Cível,22,13.8,8.2
2025-05,ALEXÂNIA,Alexânia - 1ª Vara Cível,36,18.5,17.5
2025-06,ALEXÂNIA,Alexânia - 1ª Vara Cível,11,24.9,-13.9
2025-07,ALEXÂNIA,Alexânia - 1ª Vara Cível,21,18.4,2.6
2025-08,ALEXÂNIA,Alexânia - 1ª Vara Cível,29,21.2,7.8
2025-09,ALEXÂNIA,Alexânia - 1ª Vara Cível,21,22.0,-1.0
2025-10,ALEXÂNIA,Alexânia - 1ª Vara Cível,31,22.0,9.0
2025-11,ALEXÂNIA,Alexânia - 1ª Vara Cível,30,23.7,6.3
2025-12,ALEXÂNIA,Alexânia - 1ª Vara Cível,21,21.7,-0.7
2025-01,ALEXÂNIA,Alexânia - 2ª Vara Cível,16,5.9,10.1
2025-02,ALEXÂNIA,Alexânia - 2ª Vara Cível,21,10.4,10.6
2025-03,ALEXÂNIA,Alexânia - 2ª Vara Cível,20,14.7,5.3
2025-04,ALEXÂNIA,Alexânia - 2ª Vara Cível,26,17.7,8.3
2025-05,ALEXÂNIA,Alexânia - 2ª Vara Cível,32,20.8,11.2
2025-06,ALEXÂNIA,Alexânia - 2ª Vara Cível,19,23.4,-4.4
2025-07,ALEXÂNIA,Alexânia - 2ª Vara Cível,25,22.5,2.5
2025-08,ALEXÂNIA,Alexânia - 2ª Vara Cível,26,22.8,3.2
2025-09,ALEXÂNIA,Alexânia - 2ª Vara Cível,21,22.8,-1.8
2025-10,ALEXÂNIA,Alexânia - 2ª Vara Cível,32,22.4,9.6
2025-11,ALEXÂNIA,Alexânia - 2ª Vara Cível,28,24.3,3.7
2025-12,ALEXÂNIA,Alexânia - 2ª Vara Cível,23,23.0,0.0
2025-01,ALEXÂNIA,Alexânia - Execução Penal/EXECPENWEB,0,0.8,-0.8
2025-02,ALEXÂNIA,Alexânia - Execução Penal/EXECPENWEB,0,0.8,-0.8
2025-03,ALEXÂNIA,Alexânia - Execução Penal/EXECPENWEB,0,0.8,-0.8
2025-04,ALEXÂNIA,Alexânia - Execução Penal/EXECPENWEB,0,0.8,-0.8
2025-05,ALEXÂNIA,Alexânia - Execução Penal/EXECPENWEB,0,0.8,-0.8
2025-06,ALEXÂNIA,Alexânia - Execução Penal/EXECPENWEB,0,0.8,-0.8
2025-07,ALEXÂNIA,Alexânia - Execução Penal/EXECPENWEB,0,0.8,-0.8
2025-08,ALEXÂNIA,Alexânia - Execução Penal/EXECPENWEB,0,0.8,-0.8
2025-09,ALEXÂNIA,Alexânia - Execução Penal/EXECPENWEB,0,0.8,-0.8
2025-10,ALEXÂNIA,Alexânia - Execução Penal/EXECPENWEB,0,0.8,-0.8
2025-11,ALEXÂNIA,Alexânia - Execução Penal/EXECPENWEB,0,0.8,-0.8
2025-12,ALEXÂNIA,Alexânia - Execução Penal/EXECPENWEB,0,0.8,-0.8
2025-01,ALEXÂNIA,Alexânia - Juizado Especial Criminal,42,79.4,-37.4
2025-02,ALEXÂNIA,Alexânia - Juizado Especial Criminal,32,56.9,-24.9
2025-03,ALEXÂNIA,Alexânia - Juizado Especial Criminal,19,48.9,-29.9
2025-04,ALEXÂNIA,Alexânia - Juizado Especial Criminal,37,30.2,6.8
2025-05,ALEXÂNIA,Alexânia - Juizado Especial Criminal,24,37.5,-13.5
2025-06,ALEXÂNIA,Alexânia - Juizado Especial Criminal,26,34.1,-8.1
2025-07,ALEXÂNIA,Alexânia - Juizado Especial Criminal,36,31.5,4.5
2025-08,ALEXÂNIA,Alexânia - Juizado Especial Criminal,35,38.0,-3.0
2025-09,ALEXÂNIA,Alexânia - Juizado Especial Criminal,23,36.9,-13.9
2025-10,ALEXÂNIA,Alexânia - Juizado Especial Criminal,18,33.0,-15.0
2025-11,ALEXÂNIA,Alexânia - Juizado Especial Criminal,5,25.2,-20.2
2025-12,ALEXÂNIA,Alexânia - Juizado Especial Criminal,11,16.5,-5.5
2025-01,ALEXÂNIA,Alexânia - Juizado Especial Cível,86,9.8,76.2
2025-02,ALEXÂNIA,Alexânia - Juizado Especial Cível,89,41.6,47.4
2025-03,ALEXÂNIA,Alexânia - Juizado Especial Cível,85,66.0,19.0
2025-04,ALEXÂNIA,Alexânia - Juizado Especial Cível,110,226.3,-116.3
2025-05,ALEXÂNIA,Alexânia - Juizado Especial Cível,96,72.1,23.9
2025-06,ALEXÂNIA,Alexânia - Juizado Especial Cível,111,76.9,34.1
2025-07,ALEXÂNIA,Alexânia - Juizado Especial Cível,135,87.3,47.7
2025-08,ALEXÂNIA,Alexânia - Juizado Especial Cível,120,103.5,16.5
2025-09,ALEXÂNIA,Alexânia - Juizado Especial Cível,135,103.8,31.2
2025-10,ALEXÂNIA,Alexânia - Juizado Especial Cível,116,118.0,-2.0
2025-11,ALEXÂNIA,Alexânia - Juizado Especial Cível,95,110.2,-15.2
2025-12,ALEXÂNIA,Alexânia - Juizado Especial Cível,47,85.8,-38.8
2025-01,ALEXÂNIA,Alexânia - Juizado das Fazendas Públicas,0,1.8,-1.8
2025-02,ALEXÂNIA,Alexânia - Juizado das Fazendas Públicas,3,1.5,1.5
2025-03,ALEXÂNIA,Alexânia - Juizado das Fazendas Públicas,7,2.1,4.9
2025-04,ALEXÂNIA,Alexânia - Juizado das Fazendas Públicas,4,4.5,-0.5
2025-05,ALEXÂNIA,Alexânia - Juizado das Fazendas Públicas,3,4.6,-1.6
2025-06,ALEXÂNIA,Alexânia - Juizado das Fazendas Públicas,2,4.4,-2.4
2025-07,ALEXÂNIA,Alexânia - Juizado das Fazendas Públicas,3,3.4,-0.4
